family,effect,replicate,seed,stream_type,evaluation,method,alarm_time,false_alarm,conditional_eligible,post_change_detected,censored,run_length_units,run_length_cycles,restricted_delay_units,time_unit_cycles,restricted_delay_cycles,restriction_horizon_units,restriction_horizon_cycles,threshold
temporal,0.75,13,70000013,no_change,null_arl,validation-trained linear logistic effect,120,True,True,False,False,120,240,,2,,500,1000,100.0
temporal,0.75,13,70000013,no_change,null_arl,full-HMM block-boundary grid SR,81,True,True,False,False,81,162,,2,,500,1000,100.0
temporal,0.75,13,70000013,no_change,null_arl,known-post full-HMM block-boundary SR,81,True,True,False,False,81,162,,2,,500,1000,100.0
temporal,0.75,14,70000014,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,14,70000014,no_change,null_arl,raw symmetry-resolved AOC,93,True,True,False,False,93,186,,2,,500,1000,100.0
temporal,0.75,14,70000014,no_change,null_arl,vAOC / same-feature Hotelling,93,True,True,False,False,93,186,,2,,500,1000,100.0
temporal,0.75,14,70000014,no_change,null_arl,matched correlation witness,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,14,70000014,no_change,null_arl,exact pair-restricted likelihood grid SR,46,True,True,False,False,46,92,,2,,500,1000,100.0
temporal,0.75,14,70000014,no_change,null_arl,known-post pair-restricted likelihood SR,46,True,True,False,False,46,92,,2,,500,1000,100.0
temporal,0.75,14,70000014,no_change,null_arl,validation-trained linear logistic effect,107,True,True,False,False,107,214,,2,,500,1000,100.0
temporal,0.75,14,70000014,no_change,null_arl,full-HMM block-boundary grid SR,18,True,True,False,False,18,36,,2,,500,1000,100.0
temporal,0.75,14,70000014,no_change,null_arl,known-post full-HMM block-boundary SR,18,True,True,False,False,18,36,,2,,500,1000,100.0
temporal,0.75,15,70000015,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,15,70000015,no_change,null_arl,raw symmetry-resolved AOC,114,True,True,False,False,114,228,,2,,500,1000,100.0
temporal,0.75,15,70000015,no_change,null_arl,vAOC / same-feature Hotelling,99,True,True,False,False,99,198,,2,,500,1000,100.0
temporal,0.75,15,70000015,no_change,null_arl,matched correlation witness,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,15,70000015,no_change,null_arl,exact pair-restricted likelihood grid SR,173,True,True,False,False,173,346,,2,,500,1000,100.0
temporal,0.75,15,70000015,no_change,null_arl,known-post pair-restricted likelihood SR,173,True,True,False,False,173,346,,2,,500,1000,100.0
temporal,0.75,15,70000015,no_change,null_arl,validation-trained linear logistic effect,110,True,True,False,False,110,220,,2,,500,1000,100.0
temporal,0.75,15,70000015,no_change,null_arl,full-HMM block-boundary grid SR,20,True,True,False,False,20,40,,2,,500,1000,100.0
temporal,0.75,15,70000015,no_change,null_arl,known-post full-HMM block-boundary SR,20,True,True,False,False,20,40,,2,,500,1000,100.0
temporal,0.75,16,70000016,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,16,70000016,no_change,null_arl,raw symmetry-resolved AOC,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,16,70000016,no_change,null_arl,vAOC / same-feature Hotelling,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,16,70000016,no_change,null_arl,matched correlation witness,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,16,70000016,no_change,null_arl,exact pair-restricted likelihood grid SR,28,True,True,False,False,28,56,,2,,500,1000,100.0
temporal,0.75,16,70000016,no_change,null_arl,known-post pair-restricted likelihood SR,28,True,True,False,False,28,56,,2,,500,1000,100.0
temporal,0.75,16,70000016,no_change,null_arl,validation-trained linear logistic effect,76,True,True,False,False,76,152,,2,,500,1000,100.0
temporal,0.75,16,70000016,no_change,null_arl,full-HMM block-boundary grid SR,328,True,True,False,False,328,656,,2,,500,1000,100.0
temporal,0.75,16,70000016,no_change,null_arl,known-post full-HMM block-boundary SR,328,True,True,False,False,328,656,,2,,500,1000,100.0
temporal,0.75,17,70000017,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,17,70000017,no_change,null_arl,raw symmetry-resolved AOC,76,True,True,False,False,76,152,,2,,500,1000,100.0
temporal,0.75,17,70000017,no_change,null_arl,vAOC / same-feature Hotelling,97,True,True,False,False,97,194,,2,,500,1000,100.0
temporal,0.75,17,70000017,no_change,null_arl,matched correlation witness,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,17,70000017,no_change,null_arl,exact pair-restricted likelihood grid SR,104,True,True,False,False,104,208,,2,,500,1000,100.0
temporal,0.75,17,70000017,no_change,null_arl,known-post pair-restricted likelihood SR,104,True,True,False,False,104,208,,2,,500,1000,100.0
temporal,0.75,17,70000017,no_change,null_arl,validation-trained linear logistic effect,83,True,True,False,False,83,166,,2,,500,1000,100.0
temporal,0.75,17,70000017,no_change,null_arl,full-HMM block-boundary grid SR,62,True,True,False,False,62,124,,2,,500,1000,100.0
temporal,0.75,17,70000017,no_change,null_arl,known-post full-HMM block-boundary SR,62,True,True,False,False,62,124,,2,,500,1000,100.0
temporal,0.75,18,70000018,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,18,70000018,no_change,null_arl,raw symmetry-resolved AOC,116,True,True,False,False,116,232,,2,,500,1000,100.0
temporal,0.75,18,70000018,no_change,null_arl,vAOC / same-feature Hotelling,95,True,True,False,False,95,190,,2,,500,1000,100.0
temporal,0.75,18,70000018,no_change,null_arl,matched correlation witness,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,18,70000018,no_change,null_arl,exact pair-restricted likelihood grid SR,166,True,True,False,False,166,332,,2,,500,1000,100.0
temporal,0.75,18,70000018,no_change,null_arl,known-post pair-restricted likelihood SR,166,True,True,False,False,166,332,,2,,500,1000,100.0
temporal,0.75,18,70000018,no_change,null_arl,validation-trained linear logistic effect,92,True,True,False,False,92,184,,2,,500,1000,100.0
temporal,0.75,18,70000018,no_change,null_arl,full-HMM block-boundary grid SR,135,True,True,False,False,135,270,,2,,500,1000,100.0
temporal,0.75,18,70000018,no_change,null_arl,known-post full-HMM block-boundary SR,135,True,True,False,False,135,270,,2,,500,1000,100.0
temporal,0.75,19,70000019,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,19,70000019,no_change,null_arl,raw symmetry-resolved AOC,65,True,True,False,False,65,130,,2,,500,1000,100.0
temporal,0.75,19,70000019,no_change,null_arl,vAOC / same-feature Hotelling,89,True,True,False,False,89,178,,2,,500,1000,100.0
temporal,0.75,19,70000019,no_change,null_arl,matched correlation witness,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,19,70000019,no_change,null_arl,exact pair-restricted likelihood grid SR,210,True,True,False,False,210,420,,2,,500,1000,100.0
temporal,0.75,19,70000019,no_change,null_arl,known-post pair-restricted likelihood SR,210,True,True,False,False,210,420,,2,,500,1000,100.0
temporal,0.75,19,70000019,no_change,null_arl,validation-trained linear logistic effect,65,True,True,False,False,65,130,,2,,500,1000,100.0
temporal,0.75,19,70000019,no_change,null_arl,full-HMM block-boundary grid SR,206,True,True,False,False,206,412,,2,,500,1000,100.0
temporal,0.75,19,70000019,no_change,null_arl,known-post full-HMM block-boundary SR,206,True,True,False,False,206,412,,2,,500,1000,100.0
temporal,0.75,20,70000020,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,20,70000020,no_change,null_arl,raw symmetry-resolved AOC,99,True,True,False,False,99,198,,2,,500,1000,100.0
temporal,0.75,20,70000020,no_change,null_arl,vAOC / same-feature Hotelling,107,True,True,False,False,107,214,,2,,500,1000,100.0
temporal,0.75,20,70000020,no_change,null_arl,matched correlation witness,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,20,70000020,no_change,null_arl,exact pair-restricted likelihood grid SR,203,True,True,False,False,203,406,,2,,500,1000,100.0
temporal,0.75,20,70000020,no_change,null_arl,known-post pair-restricted likelihood SR,203,True,True,False,False,203,406,,2,,500,1000,100.0
temporal,0.75,20,70000020,no_change,null_arl,validation-trained linear logistic effect,126,True,True,False,False,126,252,,2,,500,1000,100.0
temporal,0.75,20,70000020,no_change,null_arl,full-HMM block-boundary grid SR,196,True,True,False,False,196,392,,2,,500,1000,100.0
temporal,0.75,20,70000020,no_change,null_arl,known-post full-HMM block-boundary SR,196,True,True,False,False,196,392,,2,,500,1000,100.0
temporal,0.75,21,70000021,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,21,70000021,no_change,null_arl,raw symmetry-resolved AOC,98,True,True,False,False,98,196,,2,,500,1000,100.0
temporal,0.75,21,70000021,no_change,null_arl,vAOC / same-feature Hotelling,92,True,True,False,False,92,184,,2,,500,1000,100.0
temporal,0.75,21,70000021,no_change,null_arl,matched correlation witness,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,21,70000021,no_change,null_arl,exact pair-restricted likelihood grid SR,56,True,True,False,False,56,112,,2,,500,1000,100.0
temporal,0.75,21,70000021,no_change,null_arl,known-post pair-restricted likelihood SR,56,True,True,False,False,56,112,,2,,500,1000,100.0
temporal,0.75,21,70000021,no_change,null_arl,validation-trained linear logistic effect,82,True,True,False,False,82,164,,2,,500,1000,100.0
temporal,0.75,21,70000021,no_change,null_arl,full-HMM block-boundary grid SR,315,True,True,False,False,315,630,,2,,500,1000,100.0
temporal,0.75,21,70000021,no_change,null_arl,known-post full-HMM block-boundary SR,315,True,True,False,False,315,630,,2,,500,1000,100.0
temporal,0.75,22,70000022,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,22,70000022,no_change,null_arl,raw symmetry-resolved AOC,98,True,True,False,False,98,196,,2,,500,1000,100.0
temporal,0.75,22,70000022,no_change,null_arl,vAOC / same-feature Hotelling,98,True,True,False,False,98,196,,2,,500,1000,100.0
temporal,0.75,22,70000022,no_change,null_arl,matched correlation witness,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,22,70000022,no_change,null_arl,exact pair-restricted likelihood grid SR,27,True,True,False,False,27,54,,2,,500,1000,100.0
temporal,0.75,22,70000022,no_change,null_arl,known-post pair-restricted likelihood SR,27,True,True,False,False,27,54,,2,,500,1000,100.0
temporal,0.75,22,70000022,no_change,null_arl,validation-trained linear logistic effect,85,True,True,False,False,85,170,,2,,500,1000,100.0
temporal,0.75,22,70000022,no_change,null_arl,full-HMM block-boundary grid SR,68,True,True,False,False,68,136,,2,,500,1000,100.0
temporal,0.75,22,70000022,no_change,null_arl,known-post full-HMM block-boundary SR,68,True,True,False,False,68,136,,2,,500,1000,100.0
temporal,0.75,23,70000023,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,23,70000023,no_change,null_arl,raw symmetry-resolved AOC,128,True,True,False,False,128,256,,2,,500,1000,100.0
temporal,0.75,23,70000023,no_change,null_arl,vAOC / same-feature Hotelling,105,True,True,False,False,105,210,,2,,500,1000,100.0
temporal,0.75,23,70000023,no_change,null_arl,matched correlation witness,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,23,70000023,no_change,null_arl,exact pair-restricted likelihood grid SR,219,True,True,False,False,219,438,,2,,500,1000,100.0
temporal,0.75,23,70000023,no_change,null_arl,known-post pair-restricted likelihood SR,219,True,True,False,False,219,438,,2,,500,1000,100.0
temporal,0.75,23,70000023,no_change,null_arl,validation-trained linear logistic effect,99,True,True,False,False,99,198,,2,,500,1000,100.0
temporal,0.75,23,70000023,no_change,null_arl,full-HMM block-boundary grid SR,247,True,True,False,False,247,494,,2,,500,1000,100.0
temporal,0.75,23,70000023,no_change,null_arl,known-post full-HMM block-boundary SR,247,True,True,False,False,247,494,,2,,500,1000,100.0
temporal,0.75,24,70000024,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,24,70000024,no_change,null_arl,raw symmetry-resolved AOC,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,24,70000024,no_change,null_arl,vAOC / same-feature Hotelling,102,True,True,False,False,102,204,,2,,500,1000,100.0
temporal,0.75,24,70000024,no_change,null_arl,matched correlation witness,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,24,70000024,no_change,null_arl,exact pair-restricted likelihood grid SR,254,True,True,False,False,254,508,,2,,500,1000,100.0
temporal,0.75,24,70000024,no_change,null_arl,known-post pair-restricted likelihood SR,254,True,True,False,False,254,508,,2,,500,1000,100.0
temporal,0.75,24,70000024,no_change,null_arl,validation-trained linear logistic effect,110,True,True,False,False,110,220,,2,,500,1000,100.0
temporal,0.75,24,70000024,no_change,null_arl,full-HMM block-boundary grid SR,47,True,True,False,False,47,94,,2,,500,1000,100.0
temporal,0.75,24,70000024,no_change,null_arl,known-post full-HMM block-boundary SR,47,True,True,False,False,47,94,,2,,500,1000,100.0
temporal,0.75,25,70000025,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,25,70000025,no_change,null_arl,raw symmetry-resolved AOC,71,True,True,False,False,71,142,,2,,500,1000,100.0
temporal,0.75,25,70000025,no_change,null_arl,vAOC / same-feature Hotelling,105,True,True,False,False,105,210,,2,,500,1000,100.0
temporal,0.75,25,70000025,no_change,null_arl,matched correlation witness,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,25,70000025,no_change,null_arl,exact pair-restricted likelihood grid SR,23,True,True,False,False,23,46,,2,,500,1000,100.0
temporal,0.75,25,70000025,no_change,null_arl,known-post pair-restricted likelihood SR,23,True,True,False,False,23,46,,2,,500,1000,100.0
temporal,0.75,25,70000025,no_change,null_arl,validation-trained linear logistic effect,118,True,True,False,False,118,236,,2,,500,1000,100.0
temporal,0.75,25,70000025,no_change,null_arl,full-HMM block-boundary grid SR,23,True,True,False,False,23,46,,2,,500,1000,100.0
temporal,0.75,25,70000025,no_change,null_arl,known-post full-HMM block-boundary SR,23,True,True,False,False,23,46,,2,,500,1000,100.0
temporal,0.75,26,70000026,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,26,70000026,no_change,null_arl,raw symmetry-resolved AOC,107,True,True,False,False,107,214,,2,,500,1000,100.0
temporal,0.75,26,70000026,no_change,null_arl,vAOC / same-feature Hotelling,102,True,True,False,False,102,204,,2,,500,1000,100.0
temporal,0.75,26,70000026,no_change,null_arl,matched correlation witness,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,26,70000026,no_change,null_arl,exact pair-restricted likelihood grid SR,61,True,True,False,False,61,122,,2,,500,1000,100.0
temporal,0.75,26,70000026,no_change,null_arl,known-post pair-restricted likelihood SR,61,True,True,False,False,61,122,,2,,500,1000,100.0
temporal,0.75,26,70000026,no_change,null_arl,validation-trained linear logistic effect,99,True,True,False,False,99,198,,2,,500,1000,100.0
temporal,0.75,26,70000026,no_change,null_arl,full-HMM block-boundary grid SR,11,True,True,False,False,11,22,,2,,500,1000,100.0
temporal,0.75,26,70000026,no_change,null_arl,known-post full-HMM block-boundary SR,11,True,True,False,False,11,22,,2,,500,1000,100.0
temporal,0.75,27,70000027,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,27,70000027,no_change,null_arl,raw symmetry-resolved AOC,91,True,True,False,False,91,182,,2,,500,1000,100.0
temporal,0.75,27,70000027,no_change,null_arl,vAOC / same-feature Hotelling,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,27,70000027,no_change,null_arl,matched correlation witness,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,27,70000027,no_change,null_arl,exact pair-restricted likelihood grid SR,165,True,True,False,False,165,330,,2,,500,1000,100.0
temporal,0.75,27,70000027,no_change,null_arl,known-post pair-restricted likelihood SR,165,True,True,False,False,165,330,,2,,500,1000,100.0
temporal,0.75,27,70000027,no_change,null_arl,validation-trained linear logistic effect,117,True,True,False,False,117,234,,2,,500,1000,100.0
temporal,0.75,27,70000027,no_change,null_arl,full-HMM block-boundary grid SR,77,True,True,False,False,77,154,,2,,500,1000,100.0
temporal,0.75,27,70000027,no_change,null_arl,known-post full-HMM block-boundary SR,77,True,True,False,False,77,154,,2,,500,1000,100.0
temporal,0.75,28,70000028,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,28,70000028,no_change,null_arl,raw symmetry-resolved AOC,102,True,True,False,False,102,204,,2,,500,1000,100.0
temporal,0.75,28,70000028,no_change,null_arl,vAOC / same-feature Hotelling,110,True,True,False,False,110,220,,2,,500,1000,100.0
temporal,0.75,28,70000028,no_change,null_arl,matched correlation witness,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,28,70000028,no_change,null_arl,exact pair-restricted likelihood grid SR,61,True,True,False,False,61,122,,2,,500,1000,100.0
temporal,0.75,28,70000028,no_change,null_arl,known-post pair-restricted likelihood SR,61,True,True,False,False,61,122,,2,,500,1000,100.0
temporal,0.75,28,70000028,no_change,null_arl,validation-trained linear logistic effect,110,True,True,False,False,110,220,,2,,500,1000,100.0
temporal,0.75,28,70000028,no_change,null_arl,full-HMM block-boundary grid SR,136,True,True,False,False,136,272,,2,,500,1000,100.0
temporal,0.75,28,70000028,no_change,null_arl,known-post full-HMM block-boundary SR,136,True,True,False,False,136,272,,2,,500,1000,100.0
temporal,0.75,29,70000029,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,29,70000029,no_change,null_arl,raw symmetry-resolved AOC,74,True,True,False,False,74,148,,2,,500,1000,100.0
temporal,0.75,29,70000029,no_change,null_arl,vAOC / same-feature Hotelling,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,29,70000029,no_change,null_arl,matched correlation witness,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,29,70000029,no_change,null_arl,exact pair-restricted likelihood grid SR,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,29,70000029,no_change,null_arl,known-post pair-restricted likelihood SR,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,29,70000029,no_change,null_arl,validation-trained linear logistic effect,119,True,True,False,False,119,238,,2,,500,1000,100.0
temporal,0.75,29,70000029,no_change,null_arl,full-HMM block-boundary grid SR,98,True,True,False,False,98,196,,2,,500,1000,100.0
temporal,0.75,29,70000029,no_change,null_arl,known-post full-HMM block-boundary SR,98,True,True,False,False,98,196,,2,,500,1000,100.0
temporal,0.75,30,70000030,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,30,70000030,no_change,null_arl,raw symmetry-resolved AOC,121,True,True,False,False,121,242,,2,,500,1000,100.0
temporal,0.75,30,70000030,no_change,null_arl,vAOC / same-feature Hotelling,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,30,70000030,no_change,null_arl,matched correlation witness,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,30,70000030,no_change,null_arl,exact pair-restricted likelihood grid SR,157,True,True,False,False,157,314,,2,,500,1000,100.0
temporal,0.75,30,70000030,no_change,null_arl,known-post pair-restricted likelihood SR,157,True,True,False,False,157,314,,2,,500,1000,100.0
temporal,0.75,30,70000030,no_change,null_arl,validation-trained linear logistic effect,105,True,True,False,False,105,210,,2,,500,1000,100.0
temporal,0.75,30,70000030,no_change,null_arl,full-HMM block-boundary grid SR,156,True,True,False,False,156,312,,2,,500,1000,100.0
temporal,0.75,30,70000030,no_change,null_arl,known-post full-HMM block-boundary SR,156,True,True,False,False,156,312,,2,,500,1000,100.0
temporal,0.75,31,70000031,no_change,null_arl,DFR/count exact pushforward,100,True,True,False,False,100,200,,2,,500,1000,100.0
temporal,0.75,31,70000031,no_change,null_arl,raw symmetry-resolved AOC,91,True,True,False,False,91,182,,2,,500,1000,100.0
temporal,0.75,31,70000031,no_change,null_arl,vAOC / same-feature Hotelling,94,True,True,False,False,94,188,,2,,500,1000,100.0
temporal,0.75,31,70000031,no_change,null_arl,matched correlation witness,101,True,True,False,False,101,202,,2,,500,1000,100.0
temporal,0.75,31,70000031,no_change,null_arl,exact pair-restricted likelihood grid SR,230,True,True,False,False,230,460,,2,,500,1000,100.0
temporal,0.75,31,70000031,no_change,null_arl,known-post pair-restricted likelihood SR,230,True,True,False,False,230,460,,2,,500,1000,100.0
temporal,0.75,31,70000031,no_change,null_arl,validation-trained linear logistic effect,87,True,True,False,False,87,174,,2,,500,1000,100.0
temporal,0.75,31,70000031,no_change,null_arl,full-HMM block-boundary grid SR,40,True,True,False,False,40,80,,2,,500,1000,100.0
temporal,0.75,31,70000031,no_change,null_arl,known-post full-HMM block-boundary SR,40,True,True,False,False,40,80,,2,,500,1000,100.0
temporal,0.75,0,70100000,changed,surveillance,DFR/count exact pushforward,100,False,True,True,False,100,200,36.0,2,72.0,192,384,100.0
temporal,0.75,0,70100000,changed,surveillance,raw symmetry-resolved AOC,102,False,True,True,False,102,204,38.0,2,76.0,192,384,100.0
temporal,0.75,0,70100000,changed,surveillance,vAOC / same-feature Hotelling,99,False,True,True,False,99,198,35.0,2,70.0,192,384,100.0
temporal,0.75,0,70100000,changed,surveillance,matched correlation witness,100,False,True,True,False,100,200,36.0,2,72.0,192,384,100.0
temporal,0.75,0,70100000,changed,surveillance,exact pair-restricted likelihood grid SR,91,False,True,True,False,91,182,27.0,2,54.0,192,384,100.0
temporal,0.75,0,70100000,changed,surveillance,known-post pair-restricted likelihood SR,91,False,True,True,False,91,182,27.0,2,54.0,192,384,100.0
temporal,0.75,0,70100000,changed,surveillance,validation-trained linear logistic effect,122,False,True,True,False,122,244,58.0,2,116.0,192,384,100.0
temporal,0.75,0,70100000,changed,surveillance,full-HMM block-boundary grid SR,83,False,True,True,False,83,166,19.0,2,38.0,192,384,100.0
temporal,0.75,0,70100000,changed,surveillance,known-post full-HMM block-boundary SR,83,False,True,True,False,83,166,19.0,2,38.0,192,384,100.0
temporal,0.75,0,70100000,changed,restart_at_change,DFR/count exact pushforward,100,False,True,True,False,100,200,100.0,2,200.0,192,384,100.0
temporal,0.75,0,70100000,changed,restart_at_change,raw symmetry-resolved AOC,108,False,True,True,False,108,216,108.0,2,216.0,192,384,100.0
temporal,0.75,0,70100000,changed,restart_at_change,vAOC / same-feature Hotelling,99,False,True,True,False,99,198,99.0,2,198.0,192,384,100.0
temporal,0.75,0,70100000,changed,restart_at_change,matched correlation witness,100,False,True,True,False,100,200,100.0,2,200.0,192,384,100.0
temporal,0.75,0,70100000,changed,restart_at_change,exact pair-restricted likelihood grid SR,31,False,True,True,False,31,62,31.0,2,62.0,192,384,100.0
temporal,0.75,0,70100000,changed,restart_at_change,known-post pair-restricted likelihood SR,31,False,True,True,False,31,62,31.0,2,62.0,192,384,100.0
temporal,0.75,0,70100000,changed,restart_at_change,validation-trained linear logistic effect,107,False,True,True,False,107,214,107.0,2,214.0,192,384,100.0
temporal,0.75,0,70100000,changed,restart_at_change,full-HMM block-boundary grid SR,19,False,True,True,False,19,38,19.0,2,38.0,192,384,100.0
temporal,0.75,0,70100000,changed,restart_at_change,known-post full-HMM block-boundary SR,19,False,True,True,False,19,38,19.0,2,38.0,192,384,100.0
temporal,0.75,1,70100001,changed,surveillance,DFR/count exact pushforward,100,False,True,True,False,100,200,36.0,2,72.0,192,384,100.0
temporal,0.75,1,70100001,changed,surveillance,raw symmetry-resolved AOC,78,False,True,True,False,78,156,14.0,2,28.0,192,384,100.0
temporal,0.75,1,70100001,changed,surveillance,vAOC / same-feature Hotelling,105,False,True,True,False,105,210,41.0,2,82.0,192,384,100.0
temporal,0.75,1,70100001,changed,surveillance,matched correlation witness,100,False,True,True,False,100,200,36.0,2,72.0,192,384,100.0
temporal,0.75,1,70100001,changed,surveillance,exact pair-restricted likelihood grid SR,77,False,True,True,False,77,154,13.0,2,26.0,192,384,100.0
temporal,0.75,1,70100001,changed,surveillance,known-post pair-restricted likelihood SR,77,False,True,True,False,77,154,13.0,2,26.0,192,384,100.0
temporal,0.75,1,70100001,changed,surveillance,validation-trained linear logistic effect,78,False,True,True,False,78,156,14.0,2,28.0,192,384,100.0
temporal,0.75,1,70100001,changed,surveillance,full-HMM block-boundary grid SR,71,False,True,True,False,71,142,7.0,2,14.0,192,384,100.0
temporal,0.75,1,70100001,changed,surveillance,known-post full-HMM block-boundary SR,71,False,True,True,False,71,142,7.0,2,14.0,192,384,100.0
temporal,0.75,1,70100001,changed,restart_at_change,DFR/count exact pushforward,100,False,True,True,False,100,200,100.0,2,200.0,192,384,100.0
temporal,0.75,1,70100001,changed,restart_at_change,raw symmetry-resolved AOC,99,False,True,True,False,99,198,99.0,2,198.0,192,384,100.0
temporal,0.75,1,70100001,changed,restart_at_change,vAOC / same-feature Hotelling,101,False,True,True,False,101,202,101.0,2,202.0,192,384,100.0
temporal,0.75,1,70100001,changed,restart_at_change,matched correlation witness,100,False,True,True,False,100,200,100.0,2,200.0,192,384,100.0
temporal,0.75,1,70100001,changed,restart_at_change,exact pair-restricted likelihood grid SR,19,False,True,True,False,19,38,19.0,2,38.0,192,384,100.0
temporal,0.75,1,70100001,changed,restart_at_change,known-post pair-restricted likelihood SR,19,False,True,True,False,19,38,19.0,2,38.0,192,384,100.0
temporal,0.75,1,70100001,changed,restart_at_change,validation-trained linear logistic effect,117,False,True,True,False,117,234,117.0,2,234.0,192,384,100.0
temporal,0.75,1,70100001,changed,restart_at_change,full-HMM block-boundary grid SR,15,False,True,True,False,15,30,15.0,2,30.0,192,384,100.0
temporal,0.75,1,70100001,changed,restart_at_change,known-post full-HMM block-boundary SR,15,False,True,True,False,15,30,15.0,2,30.0,192,384,100.0
temporal,0.75,2,70100002,changed,surveillance,DFR/count exact pushforward,100,False,True,True,False,100,200,36.0,2,72.0,192,384,100.0
temporal,0.75,2,70100002,changed,surveillance,raw symmetry-resolved AOC,98,False,True,True,False,98,196,34.0,2,68.0,192,384,100.0
temporal,0.75,2,70100002,changed,surveillance,vAOC / same-feature Hotelling,97,False,True,True,False,97,194,33.0,2,66.0,192,384,100.0
temporal,0.75,2,70100002,changed,surveillance,matched correlation witness,100,False,True,True,False,100,200,36.0,2,72.0,192,384,100.0
temporal,0.75,2,70100002,changed,surveillance,exact pair-restricted likelihood grid SR,29,True,False,False,False,29,58,,2,,192,384,100.0
temporal,0.75,2,70100002,changed,surveillance,known-post pair-restricted likelihood SR,29,True,False,False,False,29,58,,2,,192,384,100.0
temporal,0.75,2,70100002,changed,surveillance,validation-trained linear logistic effect,95,False,True,True,False,95,190,31.0,2,62.0,192,384,100.0
temporal,0.75,2,70100002,changed,surveillance,full-HMM block-boundary grid SR,83,False,True,True,False,83,166,19.0,2,38.0,192,384,100.0
temporal,0.75,2,70100002,changed,surveillance,known-post full-HMM block-boundary SR,83,False,True,True,False,83,166,19.0,2,38.0,192,384,100.0
temporal,0.75,2,70100002,changed,restart_at_change,DFR/count exact pushforward,100,False,True,True,False,100,200,100.0,2,200.0,192,384,100.0
temporal,0.75,2,70100002,changed,restart_at_change,raw symmetry-resolved AOC,126,False,True,True,False,126,252,126.0,2,252.0,192,384,100.0
temporal,0.75,2,70100002,changed,restart_at_change,vAOC / same-feature Hotelling,102,False,True,True,False,102,204,102.0,2,204.0,192,384,100.0
