family,effect,replicate,seed,stream_type,evaluation,method,alarm_time,false_alarm,conditional_eligible,post_change_detected,censored,run_length_units,run_length_cycles,restricted_delay_units,time_unit_cycles,restricted_delay_cycles,restriction_horizon_units,restriction_horizon_cycles,threshold
spatial,0.55,11,60100011,changed,surveillance,matched correlation witness,172,False,True,True,False,172,172,44.0,1,44.0,384,384,200.0
spatial,0.55,11,60100011,changed,surveillance,exact one-cycle likelihood grid SR,134,False,True,True,False,134,134,6.0,1,6.0,384,384,200.0
spatial,0.55,11,60100011,changed,surveillance,known-post one-cycle likelihood SR,134,False,True,True,False,134,134,6.0,1,6.0,384,384,200.0
spatial,0.55,11,60100011,changed,surveillance,validation-trained linear logistic effect,170,False,True,True,False,170,170,42.0,1,42.0,384,384,200.0
spatial,0.55,11,60100011,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,11,60100011,changed,restart_at_change,raw symmetry-resolved AOC,112,False,True,True,False,112,112,112.0,1,112.0,384,384,200.0
spatial,0.55,11,60100011,changed,restart_at_change,vAOC / same-feature Hotelling,168,False,True,True,False,168,168,168.0,1,168.0,384,384,200.0
spatial,0.55,11,60100011,changed,restart_at_change,matched correlation witness,162,False,True,True,False,162,162,162.0,1,162.0,384,384,200.0
spatial,0.55,11,60100011,changed,restart_at_change,exact one-cycle likelihood grid SR,30,False,True,True,False,30,30,30.0,1,30.0,384,384,200.0
spatial,0.55,11,60100011,changed,restart_at_change,known-post one-cycle likelihood SR,30,False,True,True,False,30,30,30.0,1,30.0,384,384,200.0
spatial,0.55,11,60100011,changed,restart_at_change,validation-trained linear logistic effect,162,False,True,True,False,162,162,162.0,1,162.0,384,384,200.0
spatial,0.55,12,60100012,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,12,60100012,changed,surveillance,raw symmetry-resolved AOC,180,False,True,True,False,180,180,52.0,1,52.0,384,384,200.0
spatial,0.55,12,60100012,changed,surveillance,vAOC / same-feature Hotelling,173,False,True,True,False,173,173,45.0,1,45.0,384,384,200.0
spatial,0.55,12,60100012,changed,surveillance,matched correlation witness,162,False,True,True,False,162,162,34.0,1,34.0,384,384,200.0
spatial,0.55,12,60100012,changed,surveillance,exact one-cycle likelihood grid SR,47,True,False,False,False,47,47,,1,,384,384,200.0
spatial,0.55,12,60100012,changed,surveillance,known-post one-cycle likelihood SR,47,True,False,False,False,47,47,,1,,384,384,200.0
spatial,0.55,12,60100012,changed,surveillance,validation-trained linear logistic effect,163,False,True,True,False,163,163,35.0,1,35.0,384,384,200.0
spatial,0.55,12,60100012,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,12,60100012,changed,restart_at_change,raw symmetry-resolved AOC,110,False,True,True,False,110,110,110.0,1,110.0,384,384,200.0
spatial,0.55,12,60100012,changed,restart_at_change,vAOC / same-feature Hotelling,172,False,True,True,False,172,172,172.0,1,172.0,384,384,200.0
spatial,0.55,12,60100012,changed,restart_at_change,matched correlation witness,159,False,True,True,False,159,159,159.0,1,159.0,384,384,200.0
spatial,0.55,12,60100012,changed,restart_at_change,exact one-cycle likelihood grid SR,28,False,True,True,False,28,28,28.0,1,28.0,384,384,200.0
spatial,0.55,12,60100012,changed,restart_at_change,known-post one-cycle likelihood SR,28,False,True,True,False,28,28,28.0,1,28.0,384,384,200.0
spatial,0.55,12,60100012,changed,restart_at_change,validation-trained linear logistic effect,155,False,True,True,False,155,155,155.0,1,155.0,384,384,200.0
spatial,0.55,13,60100013,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,13,60100013,changed,surveillance,raw symmetry-resolved AOC,178,False,True,True,False,178,178,50.0,1,50.0,384,384,200.0
spatial,0.55,13,60100013,changed,surveillance,vAOC / same-feature Hotelling,187,False,True,True,False,187,187,59.0,1,59.0,384,384,200.0
spatial,0.55,13,60100013,changed,surveillance,matched correlation witness,173,False,True,True,False,173,173,45.0,1,45.0,384,384,200.0
spatial,0.55,13,60100013,changed,surveillance,exact one-cycle likelihood grid SR,151,False,True,True,False,151,151,23.0,1,23.0,384,384,200.0
spatial,0.55,13,60100013,changed,surveillance,known-post one-cycle likelihood SR,151,False,True,True,False,151,151,23.0,1,23.0,384,384,200.0
spatial,0.55,13,60100013,changed,surveillance,validation-trained linear logistic effect,173,False,True,True,False,173,173,45.0,1,45.0,384,384,200.0
spatial,0.55,13,60100013,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,13,60100013,changed,restart_at_change,raw symmetry-resolved AOC,132,False,True,True,False,132,132,132.0,1,132.0,384,384,200.0
spatial,0.55,13,60100013,changed,restart_at_change,vAOC / same-feature Hotelling,183,False,True,True,False,183,183,183.0,1,183.0,384,384,200.0
spatial,0.55,13,60100013,changed,restart_at_change,matched correlation witness,168,False,True,True,False,168,168,168.0,1,168.0,384,384,200.0
spatial,0.55,13,60100013,changed,restart_at_change,exact one-cycle likelihood grid SR,40,False,True,True,False,40,40,40.0,1,40.0,384,384,200.0
spatial,0.55,13,60100013,changed,restart_at_change,known-post one-cycle likelihood SR,40,False,True,True,False,40,40,40.0,1,40.0,384,384,200.0
spatial,0.55,13,60100013,changed,restart_at_change,validation-trained linear logistic effect,171,False,True,True,False,171,171,171.0,1,171.0,384,384,200.0
spatial,0.55,14,60100014,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,14,60100014,changed,surveillance,raw symmetry-resolved AOC,226,False,True,True,False,226,226,98.0,1,98.0,384,384,200.0
spatial,0.55,14,60100014,changed,surveillance,vAOC / same-feature Hotelling,213,False,True,True,False,213,213,85.0,1,85.0,384,384,200.0
spatial,0.55,14,60100014,changed,surveillance,matched correlation witness,180,False,True,True,False,180,180,52.0,1,52.0,384,384,200.0
spatial,0.55,14,60100014,changed,surveillance,exact one-cycle likelihood grid SR,45,True,False,False,False,45,45,,1,,384,384,200.0
spatial,0.55,14,60100014,changed,surveillance,known-post one-cycle likelihood SR,45,True,False,False,False,45,45,,1,,384,384,200.0
spatial,0.55,14,60100014,changed,surveillance,validation-trained linear logistic effect,187,False,True,True,False,187,187,59.0,1,59.0,384,384,200.0
spatial,0.55,14,60100014,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,14,60100014,changed,restart_at_change,raw symmetry-resolved AOC,149,False,True,True,False,149,149,149.0,1,149.0,384,384,200.0
spatial,0.55,14,60100014,changed,restart_at_change,vAOC / same-feature Hotelling,167,False,True,True,False,167,167,167.0,1,167.0,384,384,200.0
spatial,0.55,14,60100014,changed,restart_at_change,matched correlation witness,156,False,True,True,False,156,156,156.0,1,156.0,384,384,200.0
spatial,0.55,14,60100014,changed,restart_at_change,exact one-cycle likelihood grid SR,34,False,True,True,False,34,34,34.0,1,34.0,384,384,200.0
spatial,0.55,14,60100014,changed,restart_at_change,known-post one-cycle likelihood SR,34,False,True,True,False,34,34,34.0,1,34.0,384,384,200.0
spatial,0.55,14,60100014,changed,restart_at_change,validation-trained linear logistic effect,153,False,True,True,False,153,153,153.0,1,153.0,384,384,200.0
spatial,0.55,15,60100015,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,15,60100015,changed,surveillance,raw symmetry-resolved AOC,134,False,True,True,False,134,134,6.0,1,6.0,384,384,200.0
spatial,0.55,15,60100015,changed,surveillance,vAOC / same-feature Hotelling,183,False,True,True,False,183,183,55.0,1,55.0,384,384,200.0
spatial,0.55,15,60100015,changed,surveillance,matched correlation witness,203,False,True,True,False,203,203,75.0,1,75.0,384,384,200.0
spatial,0.55,15,60100015,changed,surveillance,exact one-cycle likelihood grid SR,161,False,True,True,False,161,161,33.0,1,33.0,384,384,200.0
spatial,0.55,15,60100015,changed,surveillance,known-post one-cycle likelihood SR,161,False,True,True,False,161,161,33.0,1,33.0,384,384,200.0
spatial,0.55,15,60100015,changed,surveillance,validation-trained linear logistic effect,182,False,True,True,False,182,182,54.0,1,54.0,384,384,200.0
spatial,0.55,15,60100015,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,15,60100015,changed,restart_at_change,raw symmetry-resolved AOC,156,False,True,True,False,156,156,156.0,1,156.0,384,384,200.0
spatial,0.55,15,60100015,changed,restart_at_change,vAOC / same-feature Hotelling,175,False,True,True,False,175,175,175.0,1,175.0,384,384,200.0
spatial,0.55,15,60100015,changed,restart_at_change,matched correlation witness,178,False,True,True,False,178,178,178.0,1,178.0,384,384,200.0
spatial,0.55,15,60100015,changed,restart_at_change,exact one-cycle likelihood grid SR,34,False,True,True,False,34,34,34.0,1,34.0,384,384,200.0
spatial,0.55,15,60100015,changed,restart_at_change,known-post one-cycle likelihood SR,34,False,True,True,False,34,34,34.0,1,34.0,384,384,200.0
spatial,0.55,15,60100015,changed,restart_at_change,validation-trained linear logistic effect,183,False,True,True,False,183,183,183.0,1,183.0,384,384,200.0
spatial,0.55,16,60100016,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,16,60100016,changed,surveillance,raw symmetry-resolved AOC,234,False,True,True,False,234,234,106.0,1,106.0,384,384,200.0
spatial,0.55,16,60100016,changed,surveillance,vAOC / same-feature Hotelling,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,16,60100016,changed,surveillance,matched correlation witness,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,16,60100016,changed,surveillance,exact one-cycle likelihood grid SR,186,False,True,True,False,186,186,58.0,1,58.0,384,384,200.0
spatial,0.55,16,60100016,changed,surveillance,known-post one-cycle likelihood SR,186,False,True,True,False,186,186,58.0,1,58.0,384,384,200.0
spatial,0.55,16,60100016,changed,surveillance,validation-trained linear logistic effect,198,False,True,True,False,198,198,70.0,1,70.0,384,384,200.0
spatial,0.55,16,60100016,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,16,60100016,changed,restart_at_change,raw symmetry-resolved AOC,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,16,60100016,changed,restart_at_change,vAOC / same-feature Hotelling,180,False,True,True,False,180,180,180.0,1,180.0,384,384,200.0
spatial,0.55,16,60100016,changed,restart_at_change,matched correlation witness,171,False,True,True,False,171,171,171.0,1,171.0,384,384,200.0
spatial,0.55,16,60100016,changed,restart_at_change,exact one-cycle likelihood grid SR,58,False,True,True,False,58,58,58.0,1,58.0,384,384,200.0
spatial,0.55,16,60100016,changed,restart_at_change,known-post one-cycle likelihood SR,58,False,True,True,False,58,58,58.0,1,58.0,384,384,200.0
spatial,0.55,16,60100016,changed,restart_at_change,validation-trained linear logistic effect,171,False,True,True,False,171,171,171.0,1,171.0,384,384,200.0
spatial,0.55,17,60100017,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,17,60100017,changed,surveillance,raw symmetry-resolved AOC,226,False,True,True,False,226,226,98.0,1,98.0,384,384,200.0
spatial,0.55,17,60100017,changed,surveillance,vAOC / same-feature Hotelling,201,False,True,True,False,201,201,73.0,1,73.0,384,384,200.0
spatial,0.55,17,60100017,changed,surveillance,matched correlation witness,190,False,True,True,False,190,190,62.0,1,62.0,384,384,200.0
spatial,0.55,17,60100017,changed,surveillance,exact one-cycle likelihood grid SR,170,False,True,True,False,170,170,42.0,1,42.0,384,384,200.0
spatial,0.55,17,60100017,changed,surveillance,known-post one-cycle likelihood SR,170,False,True,True,False,170,170,42.0,1,42.0,384,384,200.0
spatial,0.55,17,60100017,changed,surveillance,validation-trained linear logistic effect,193,False,True,True,False,193,193,65.0,1,65.0,384,384,200.0
spatial,0.55,17,60100017,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,17,60100017,changed,restart_at_change,raw symmetry-resolved AOC,202,False,True,True,False,202,202,202.0,1,202.0,384,384,200.0
spatial,0.55,17,60100017,changed,restart_at_change,vAOC / same-feature Hotelling,195,False,True,True,False,195,195,195.0,1,195.0,384,384,200.0
spatial,0.55,17,60100017,changed,restart_at_change,matched correlation witness,170,False,True,True,False,170,170,170.0,1,170.0,384,384,200.0
spatial,0.55,17,60100017,changed,restart_at_change,exact one-cycle likelihood grid SR,65,False,True,True,False,65,65,65.0,1,65.0,384,384,200.0
spatial,0.55,17,60100017,changed,restart_at_change,known-post one-cycle likelihood SR,65,False,True,True,False,65,65,65.0,1,65.0,384,384,200.0
spatial,0.55,17,60100017,changed,restart_at_change,validation-trained linear logistic effect,176,False,True,True,False,176,176,176.0,1,176.0,384,384,200.0
spatial,0.55,18,60100018,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,18,60100018,changed,surveillance,raw symmetry-resolved AOC,189,False,True,True,False,189,189,61.0,1,61.0,384,384,200.0
spatial,0.55,18,60100018,changed,surveillance,vAOC / same-feature Hotelling,180,False,True,True,False,180,180,52.0,1,52.0,384,384,200.0
spatial,0.55,18,60100018,changed,surveillance,matched correlation witness,165,False,True,True,False,165,165,37.0,1,37.0,384,384,200.0
spatial,0.55,18,60100018,changed,surveillance,exact one-cycle likelihood grid SR,128,True,False,False,False,128,128,,1,,384,384,200.0
spatial,0.55,18,60100018,changed,surveillance,known-post one-cycle likelihood SR,128,True,False,False,False,128,128,,1,,384,384,200.0
spatial,0.55,18,60100018,changed,surveillance,validation-trained linear logistic effect,171,False,True,True,False,171,171,43.0,1,43.0,384,384,200.0
spatial,0.55,18,60100018,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,18,60100018,changed,restart_at_change,raw symmetry-resolved AOC,117,False,True,True,False,117,117,117.0,1,117.0,384,384,200.0
spatial,0.55,18,60100018,changed,restart_at_change,vAOC / same-feature Hotelling,156,False,True,True,False,156,156,156.0,1,156.0,384,384,200.0
spatial,0.55,18,60100018,changed,restart_at_change,matched correlation witness,151,False,True,True,False,151,151,151.0,1,151.0,384,384,200.0
spatial,0.55,18,60100018,changed,restart_at_change,exact one-cycle likelihood grid SR,16,False,True,True,False,16,16,16.0,1,16.0,384,384,200.0
spatial,0.55,18,60100018,changed,restart_at_change,known-post one-cycle likelihood SR,16,False,True,True,False,16,16,16.0,1,16.0,384,384,200.0
spatial,0.55,18,60100018,changed,restart_at_change,validation-trained linear logistic effect,159,False,True,True,False,159,159,159.0,1,159.0,384,384,200.0
spatial,0.55,19,60100019,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,19,60100019,changed,surveillance,raw symmetry-resolved AOC,241,False,True,True,False,241,241,113.0,1,113.0,384,384,200.0
spatial,0.55,19,60100019,changed,surveillance,vAOC / same-feature Hotelling,205,False,True,True,False,205,205,77.0,1,77.0,384,384,200.0
spatial,0.55,19,60100019,changed,surveillance,matched correlation witness,191,False,True,True,False,191,191,63.0,1,63.0,384,384,200.0
spatial,0.55,19,60100019,changed,surveillance,exact one-cycle likelihood grid SR,101,True,False,False,False,101,101,,1,,384,384,200.0
spatial,0.55,19,60100019,changed,surveillance,known-post one-cycle likelihood SR,101,True,False,False,False,101,101,,1,,384,384,200.0
spatial,0.55,19,60100019,changed,surveillance,validation-trained linear logistic effect,194,False,True,True,False,194,194,66.0,1,66.0,384,384,200.0
spatial,0.55,19,60100019,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,19,60100019,changed,restart_at_change,raw symmetry-resolved AOC,186,False,True,True,False,186,186,186.0,1,186.0,384,384,200.0
spatial,0.55,19,60100019,changed,restart_at_change,vAOC / same-feature Hotelling,193,False,True,True,False,193,193,193.0,1,193.0,384,384,200.0
spatial,0.55,19,60100019,changed,restart_at_change,matched correlation witness,171,False,True,True,False,171,171,171.0,1,171.0,384,384,200.0
spatial,0.55,19,60100019,changed,restart_at_change,exact one-cycle likelihood grid SR,109,False,True,True,False,109,109,109.0,1,109.0,384,384,200.0
spatial,0.55,19,60100019,changed,restart_at_change,known-post one-cycle likelihood SR,109,False,True,True,False,109,109,109.0,1,109.0,384,384,200.0
spatial,0.55,19,60100019,changed,restart_at_change,validation-trained linear logistic effect,177,False,True,True,False,177,177,177.0,1,177.0,384,384,200.0
spatial,0.55,20,60100020,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,20,60100020,changed,surveillance,raw symmetry-resolved AOC,170,False,True,True,False,170,170,42.0,1,42.0,384,384,200.0
spatial,0.55,20,60100020,changed,surveillance,vAOC / same-feature Hotelling,196,False,True,True,False,196,196,68.0,1,68.0,384,384,200.0
spatial,0.55,20,60100020,changed,surveillance,matched correlation witness,189,False,True,True,False,189,189,61.0,1,61.0,384,384,200.0
spatial,0.55,20,60100020,changed,surveillance,exact one-cycle likelihood grid SR,157,False,True,True,False,157,157,29.0,1,29.0,384,384,200.0
spatial,0.55,20,60100020,changed,surveillance,known-post one-cycle likelihood SR,157,False,True,True,False,157,157,29.0,1,29.0,384,384,200.0
spatial,0.55,20,60100020,changed,surveillance,validation-trained linear logistic effect,188,False,True,True,False,188,188,60.0,1,60.0,384,384,200.0
spatial,0.55,20,60100020,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,20,60100020,changed,restart_at_change,raw symmetry-resolved AOC,187,False,True,True,False,187,187,187.0,1,187.0,384,384,200.0
spatial,0.55,20,60100020,changed,restart_at_change,vAOC / same-feature Hotelling,184,False,True,True,False,184,184,184.0,1,184.0,384,384,200.0
spatial,0.55,20,60100020,changed,restart_at_change,matched correlation witness,159,False,True,True,False,159,159,159.0,1,159.0,384,384,200.0
spatial,0.55,20,60100020,changed,restart_at_change,exact one-cycle likelihood grid SR,30,False,True,True,False,30,30,30.0,1,30.0,384,384,200.0
spatial,0.55,20,60100020,changed,restart_at_change,known-post one-cycle likelihood SR,30,False,True,True,False,30,30,30.0,1,30.0,384,384,200.0
spatial,0.55,20,60100020,changed,restart_at_change,validation-trained linear logistic effect,170,False,True,True,False,170,170,170.0,1,170.0,384,384,200.0
spatial,0.55,21,60100021,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,21,60100021,changed,surveillance,raw symmetry-resolved AOC,162,False,True,True,False,162,162,34.0,1,34.0,384,384,200.0
spatial,0.55,21,60100021,changed,surveillance,vAOC / same-feature Hotelling,167,False,True,True,False,167,167,39.0,1,39.0,384,384,200.0
spatial,0.55,21,60100021,changed,surveillance,matched correlation witness,167,False,True,True,False,167,167,39.0,1,39.0,384,384,200.0
spatial,0.55,21,60100021,changed,surveillance,exact one-cycle likelihood grid SR,147,False,True,True,False,147,147,19.0,1,19.0,384,384,200.0
spatial,0.55,21,60100021,changed,surveillance,known-post one-cycle likelihood SR,147,False,True,True,False,147,147,19.0,1,19.0,384,384,200.0
spatial,0.55,21,60100021,changed,surveillance,validation-trained linear logistic effect,178,False,True,True,False,178,178,50.0,1,50.0,384,384,200.0
spatial,0.55,21,60100021,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,21,60100021,changed,restart_at_change,raw symmetry-resolved AOC,108,False,True,True,False,108,108,108.0,1,108.0,384,384,200.0
spatial,0.55,21,60100021,changed,restart_at_change,vAOC / same-feature Hotelling,165,False,True,True,False,165,165,165.0,1,165.0,384,384,200.0
spatial,0.55,21,60100021,changed,restart_at_change,matched correlation witness,159,False,True,True,False,159,159,159.0,1,159.0,384,384,200.0
spatial,0.55,21,60100021,changed,restart_at_change,exact one-cycle likelihood grid SR,28,False,True,True,False,28,28,28.0,1,28.0,384,384,200.0
spatial,0.55,21,60100021,changed,restart_at_change,known-post one-cycle likelihood SR,28,False,True,True,False,28,28,28.0,1,28.0,384,384,200.0
spatial,0.55,21,60100021,changed,restart_at_change,validation-trained linear logistic effect,165,False,True,True,False,165,165,165.0,1,165.0,384,384,200.0
spatial,0.55,22,60100022,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,22,60100022,changed,surveillance,raw symmetry-resolved AOC,282,False,True,True,False,282,282,154.0,1,154.0,384,384,200.0
spatial,0.55,22,60100022,changed,surveillance,vAOC / same-feature Hotelling,224,False,True,True,False,224,224,96.0,1,96.0,384,384,200.0
spatial,0.55,22,60100022,changed,surveillance,matched correlation witness,176,False,True,True,False,176,176,48.0,1,48.0,384,384,200.0
spatial,0.55,22,60100022,changed,surveillance,exact one-cycle likelihood grid SR,136,False,True,True,False,136,136,8.0,1,8.0,384,384,200.0
spatial,0.55,22,60100022,changed,surveillance,known-post one-cycle likelihood SR,136,False,True,True,False,136,136,8.0,1,8.0,384,384,200.0
spatial,0.55,22,60100022,changed,surveillance,validation-trained linear logistic effect,178,False,True,True,False,178,178,50.0,1,50.0,384,384,200.0
spatial,0.55,22,60100022,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,22,60100022,changed,restart_at_change,raw symmetry-resolved AOC,213,False,True,True,False,213,213,213.0,1,213.0,384,384,200.0
spatial,0.55,22,60100022,changed,restart_at_change,vAOC / same-feature Hotelling,189,False,True,True,False,189,189,189.0,1,189.0,384,384,200.0
spatial,0.55,22,60100022,changed,restart_at_change,matched correlation witness,166,False,True,True,False,166,166,166.0,1,166.0,384,384,200.0
spatial,0.55,22,60100022,changed,restart_at_change,exact one-cycle likelihood grid SR,25,False,True,True,False,25,25,25.0,1,25.0,384,384,200.0
spatial,0.55,22,60100022,changed,restart_at_change,known-post one-cycle likelihood SR,25,False,True,True,False,25,25,25.0,1,25.0,384,384,200.0
spatial,0.55,22,60100022,changed,restart_at_change,validation-trained linear logistic effect,169,False,True,True,False,169,169,169.0,1,169.0,384,384,200.0
spatial,0.55,23,60100023,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,23,60100023,changed,surveillance,raw symmetry-resolved AOC,95,True,False,False,False,95,95,,1,,384,384,200.0
spatial,0.55,23,60100023,changed,surveillance,vAOC / same-feature Hotelling,189,False,True,True,False,189,189,61.0,1,61.0,384,384,200.0
spatial,0.55,23,60100023,changed,surveillance,matched correlation witness,190,False,True,True,False,190,190,62.0,1,62.0,384,384,200.0
spatial,0.55,23,60100023,changed,surveillance,exact one-cycle likelihood grid SR,173,False,True,True,False,173,173,45.0,1,45.0,384,384,200.0
spatial,0.55,23,60100023,changed,surveillance,known-post one-cycle likelihood SR,173,False,True,True,False,173,173,45.0,1,45.0,384,384,200.0
spatial,0.55,23,60100023,changed,surveillance,validation-trained linear logistic effect,190,False,True,True,False,190,190,62.0,1,62.0,384,384,200.0
spatial,0.55,23,60100023,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,23,60100023,changed,restart_at_change,raw symmetry-resolved AOC,121,False,True,True,False,121,121,121.0,1,121.0,384,384,200.0
spatial,0.55,23,60100023,changed,restart_at_change,vAOC / same-feature Hotelling,163,False,True,True,False,163,163,163.0,1,163.0,384,384,200.0
spatial,0.55,23,60100023,changed,restart_at_change,matched correlation witness,169,False,True,True,False,169,169,169.0,1,169.0,384,384,200.0
spatial,0.55,23,60100023,changed,restart_at_change,exact one-cycle likelihood grid SR,53,False,True,True,False,53,53,53.0,1,53.0,384,384,200.0
spatial,0.55,23,60100023,changed,restart_at_change,known-post one-cycle likelihood SR,53,False,True,True,False,53,53,53.0,1,53.0,384,384,200.0
spatial,0.55,23,60100023,changed,restart_at_change,validation-trained linear logistic effect,160,False,True,True,False,160,160,160.0,1,160.0,384,384,200.0
spatial,0.55,24,60100024,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,24,60100024,changed,surveillance,raw symmetry-resolved AOC,196,False,True,True,False,196,196,68.0,1,68.0,384,384,200.0
spatial,0.55,24,60100024,changed,surveillance,vAOC / same-feature Hotelling,197,False,True,True,False,197,197,69.0,1,69.0,384,384,200.0
spatial,0.55,24,60100024,changed,surveillance,matched correlation witness,187,False,True,True,False,187,187,59.0,1,59.0,384,384,200.0
spatial,0.55,24,60100024,changed,surveillance,exact one-cycle likelihood grid SR,167,False,True,True,False,167,167,39.0,1,39.0,384,384,200.0
spatial,0.55,24,60100024,changed,surveillance,known-post one-cycle likelihood SR,167,False,True,True,False,167,167,39.0,1,39.0,384,384,200.0
spatial,0.55,24,60100024,changed,surveillance,validation-trained linear logistic effect,188,False,True,True,False,188,188,60.0,1,60.0,384,384,200.0
spatial,0.55,24,60100024,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,24,60100024,changed,restart_at_change,raw symmetry-resolved AOC,197,False,True,True,False,197,197,197.0,1,197.0,384,384,200.0
spatial,0.55,24,60100024,changed,restart_at_change,vAOC / same-feature Hotelling,179,False,True,True,False,179,179,179.0,1,179.0,384,384,200.0
spatial,0.55,24,60100024,changed,restart_at_change,matched correlation witness,160,False,True,True,False,160,160,160.0,1,160.0,384,384,200.0
spatial,0.55,24,60100024,changed,restart_at_change,exact one-cycle likelihood grid SR,40,False,True,True,False,40,40,40.0,1,40.0,384,384,200.0
spatial,0.55,24,60100024,changed,restart_at_change,known-post one-cycle likelihood SR,40,False,True,True,False,40,40,40.0,1,40.0,384,384,200.0
spatial,0.55,24,60100024,changed,restart_at_change,validation-trained linear logistic effect,185,False,True,True,False,185,185,185.0,1,185.0,384,384,200.0
spatial,0.55,25,60100025,changed,surveillance,DFR/count exact pushforward,200,False,True,True,False,200,200,72.0,1,72.0,384,384,200.0
spatial,0.55,25,60100025,changed,surveillance,raw symmetry-resolved AOC,217,False,True,True,False,217,217,89.0,1,89.0,384,384,200.0
spatial,0.55,25,60100025,changed,surveillance,vAOC / same-feature Hotelling,190,False,True,True,False,190,190,62.0,1,62.0,384,384,200.0
spatial,0.55,25,60100025,changed,surveillance,matched correlation witness,182,False,True,True,False,182,182,54.0,1,54.0,384,384,200.0
spatial,0.55,25,60100025,changed,surveillance,exact one-cycle likelihood grid SR,145,False,True,True,False,145,145,17.0,1,17.0,384,384,200.0
spatial,0.55,25,60100025,changed,surveillance,known-post one-cycle likelihood SR,145,False,True,True,False,145,145,17.0,1,17.0,384,384,200.0
spatial,0.55,25,60100025,changed,surveillance,validation-trained linear logistic effect,182,False,True,True,False,182,182,54.0,1,54.0,384,384,200.0
spatial,0.55,25,60100025,changed,restart_at_change,DFR/count exact pushforward,200,False,True,True,False,200,200,200.0,1,200.0,384,384,200.0
spatial,0.55,25,60100025,changed,restart_at_change,raw symmetry-resolved AOC,148,False,True,True,False,148,148,148.0,1,148.0,384,384,200.0
spatial,0.55,25,60100025,changed,restart_at_change,vAOC / same-feature Hotelling,166,False,True,True,False,166,166,166.0,1,166.0,384,384,200.0
spatial,0.55,25,60100025,changed,restart_at_change,matched correlation witness,163,False,True,True,False,163,163,163.0,1,163.0,384,384,200.0
