seed,success
0,0.949859619140625
1,0.950164794921875
2,0.950531005859375
3,0.947845458984375
4,0.948944091796875
5,0.950225830078125
6,0.95172119140625
7,0.95013427734375
8,0.95111083984375
9,0.948699951171875
10,0.94940185546875
11,0.94952392578125
12,0.951141357421875
13,0.94903564453125
14,0.95123291015625
15,0.95147705078125
16,0.949859619140625
17,0.949615478515625
18,0.949676513671875
19,0.949981689453125
