strength,commutator_mean,commutator_std,gap_mean,gap_std,bound_mean,residual_mean
0.0,1.5551429449537045e-17,7.569970639611349e-18,-3.960100421196433e-09,3.792918509406515e-09,0.008165532016554716,0.004082766008277358
0.125,0.01616849225615401,0.011392022711677694,6.761006376670986e-06,1.9138135225450675e-05,0.1620586820676946,0.0810293410338473
0.25,0.02540514085673297,0.015434505015552288,0.0005090469543200457,0.001310909525596812,0.23704877138310454,0.11852438569155227
0.375,0.026353327696430996,0.012367704598759258,-5.38298661201253e-09,6.176307169582143e-09,0.2729097046323686,0.1364548523161843
0.5,0.026443608853031864,0.011972741591083394,6.325334594462634e-05,0.00017892552346299273,0.27594086115855854,0.13797043057927927
0.625,0.031949706484080825,0.014834288673481279,5.768821446856809e-05,0.00012555139795638695,0.3146676590299562,0.1573338295149781
0.75,0.035929013467786985,0.016600446583178427,1.4254564518624557e-05,4.034727837145139e-05,0.3413553330869139,0.17067766654345695
0.875,0.035933734344795305,0.016810910395434534,0.00013056226835786444,0.0003693055316891005,0.34988209405444504,0.17494104702722252
1.0,0.03504804906679179,0.01597416118587187,4.339320822076276e-06,1.2290477188270073e-05,0.34870789169848493,0.17435394584924246
