scenario,effect,method_id,method_label,feature_family,estimator,feature_dimension,train_windows,validation_windows,test_windows,fixed_parameters,fit_seconds,validation_score_seconds,test_score_seconds,validation_threshold,validation_roc_auc,validation_balanced_accuracy,test_roc_auc,test_balanced_accuracy,test_true_negative,test_false_positive,test_false_negative,test_true_positive,test_true_negative_rate,test_true_positive_rate
temporal,0.75,raw_binary_window::rbf_hamming_mmd_witness,Raw binary window · RBF-Hamming MMD witness,raw_binary_window,rbf_hamming_mmd_witness,3200,1600,800,2000,"{""gamma"": 4.770045113530806, ""median_hamming_fraction"": 0.1453125, ""prototypes_per_class"": 128, ""seed"": 583750}",0.0765364109538,0.190274414024,0.561752486974,0.00243144942097,0.52006875,0.53875,0.533692,0.5205,721,279,680,320,0.721,0.32
temporal,0.75,full_observation::exact_llr_ceiling,Exact full-HMM window LLR ceiling,full_observation,exact_llr_ceiling,3200,1600,800,2000,"{""batch_windows"": 64, ""full_hmm"": true, ""known_alternative"": 0.75, ""known_null"": 0.0}",0,0.482665217016,1.23189095396,0.444575404089,0.99925625,0.98875,0.999246,0.984,985,15,17,983,0.985,0.983
temporal,0.9,dfr_count_sequence::linear_logistic,DFR/count sequence · Linear logistic,dfr_count_sequence,linear_logistic,128,1600,800,2000,"{""C"": 1.0, ""standardized"": true}",0.0031163089443,0.000413292087615,0.000695153023116,-0.441265611433,0.48186875,0.50625,0.516469,0.51,254,746,234,766,0.254,0.766
temporal,0.9,dfr_count_sequence::rbf_svm,DFR/count sequence · RBF SVM,dfr_count_sequence,rbf_svm,128,1600,800,2000,"{""C"": 1.0, ""gamma"": ""scale"", ""standardized"": true}",0.0532484480646,0.0502647430403,0.129208207945,-0.262822289763,0.48220625,0.51375,0.52243,0.521,289,711,247,753,0.289,0.753
temporal,0.9,dfr_count_sequence::positive_part_mean_direction,DFR/count sequence · Positive-part mean direction,dfr_count_sequence,positive_part_mean_direction,128,1600,800,2000,"{""l1_normalized"": true, ""positive_support_size"": 59, ""simplex_operator_interpretation"": false}",0.000304772052914,7.24010169506e-05,0.000159249990247,0.0939857288481,0.4687125,0.50625,0.4948155,0.494,959,41,971,29,0.959,0.029
temporal,0.9,dfr_count_sequence::regularized_hotelling,DFR/count sequence · Regularized Hotelling,dfr_count_sequence,regularized_hotelling,128,1600,800,2000,"{""absolute_floor"": 1e-08, ""l2_normalized"": true, ""realized_ridge"": 0.000122092055010169, ""ridge_fraction"": 0.05}",0.00159150606487,7.7206059359e-05,0.000166145036928,-0.105701323156,0.482175,0.50875,0.516553,0.511,265,735,243,757,0.265,0.757
temporal,0.9,detector_first_moment::linear_logistic,Detector first moment · Linear logistic,detector_first_moment,linear_logistic,25,1600,800,2000,"{""C"": 1.0, ""standardized"": true}",0.00166073197033,0.00024359091185,0.000241721980274,0.0358378693497,0.5031125,0.51875,0.521184,0.502,562,438,558,442,0.562,0.442
temporal,0.9,detector_first_moment::rbf_svm,Detector first moment · RBF SVM,detector_first_moment,rbf_svm,25,1600,800,2000,"{""C"": 1.0, ""gamma"": ""scale"", ""standardized"": true}",0.0499717439525,0.0335218759719,0.0814343040111,0.600715992624,0.5016125,0.5175,0.515201,0.508,848,152,832,168,0.848,0.168
temporal,0.9,detector_first_moment::positive_part_mean_direction,Detector first moment · Positive-part mean direction,detector_first_moment,positive_part_mean_direction,25,1600,800,2000,"{""l1_normalized"": true, ""positive_support_size"": 11, ""simplex_operator_interpretation"": false}",0.000110898981802,2.03750096262e-05,3.35730146617e-05,0.0795504385965,0.4836375,0.51375,0.5085615,0.5135,563,437,536,464,0.563,0.464
temporal,0.9,detector_first_moment::regularized_hotelling,Detector first moment · Regularized Hotelling,detector_first_moment,regularized_hotelling,25,1600,800,2000,"{""absolute_floor"": 1e-08, ""l2_normalized"": true, ""realized_ridge"": 2.830642423283621e-05, ""ridge_fraction"": 0.05}",0.000319764949381,1.47600658238e-05,2.56100902334e-05,-0.0989159630074,0.50324375,0.51875,0.521335,0.501,567,433,565,435,0.567,0.435
temporal,0.9,translation::linear_logistic,Translation statistic / pair lift · Linear logistic,translation,linear_logistic,9,1600,800,2000,"{""C"": 1.0, ""standardized"": true}",0.00267006503418,0.000228750053793,0.000185446930118,0.0522263006167,0.94155,0.86625,0.93175,0.845,891,109,201,799,0.891,0.799
temporal,0.9,translation::rbf_svm,Translation statistic / pair lift · RBF SVM,translation,rbf_svm,9,1600,800,2000,"{""C"": 1.0, ""gamma"": ""scale"", ""standardized"": true}",0.0261831301032,0.0168709310237,0.0413534030085,-0.463305069846,0.7947625,0.7275,0.811154,0.7275,781,219,326,674,0.781,0.674
temporal,0.9,translation::positive_part_mean_direction,Translation statistic / pair lift · Positive-part mean direction,translation,positive_part_mean_direction,9,1600,800,2000,"{""l1_normalized"": true, ""positive_support_size"": 9, ""simplex_operator_interpretation"": false}",7.13339541107e-05,1.15969451144e-05,1.20369950309e-05,0.574575675168,0.53895625,0.54875,0.513069,0.5055,447,553,436,564,0.447,0.564
temporal,0.9,translation::regularized_hotelling,Translation statistic / pair lift · Regularized Hotelling,translation,regularized_hotelling,9,1600,800,2000,"{""absolute_floor"": 1e-08, ""l2_normalized"": true, ""realized_ridge"": 2.1630679825139502e-05, ""ridge_fraction"": 0.05}",0.000220987014472,6.07199035585e-06,1.04970531538e-05,0.0673229295211,0.604525,0.585,0.578892,0.5645,643,357,514,486,0.643,0.486
temporal,0.9,symmetry_fourier::linear_logistic,D4 Fourier / pair lift · Linear logistic,symmetry_fourier,linear_logistic,36,1600,800,2000,"{""C"": 1.0, ""standardized"": true}",0.00366754399147,0.000275322934613,0.000285930000246,-0.617724353168,0.9766,0.92375,0.974445,0.912,878,122,54,946,0.878,0.946
temporal,0.9,symmetry_fourier::rbf_svm,D4 Fourier / pair lift · RBF SVM,symmetry_fourier,rbf_svm,36,1600,800,2000,"{""C"": 1.0, ""gamma"": ""scale"", ""standardized"": true}",0.0171215260634,0.0137913690414,0.0340640599607,0.0587556330903,0.97736875,0.9225,0.974985,0.9145,923,77,94,906,0.923,0.906
temporal,0.9,symmetry_fourier::simplex_positive_support_projector,D4 Fourier / pair lift · Simplex indicator positive-support projector,symmetry_fourier,simplex_positive_support_projector,36,1600,800,2000,"{""indicator_effect"": true, ""positive_support_size"": 14, ""simplex_operator_interpretation"": true}",0.000167644000612,1.95930479094e-05,3.31919873133e-05,0.74727968,0.54554375,0.54375,0.521927,0.504,668,332,660,340,0.668,0.34
temporal,0.9,symmetry_fourier::regularized_hotelling,D4 Fourier / pair lift · Regularized Hotelling,symmetry_fourier,regularized_hotelling,36,1600,800,2000,"{""absolute_floor"": 1e-08, ""l2_normalized"": true, ""realized_ridge"": 9.449133338781613e-07, ""ridge_fraction"": 0.05}",0.000352144939825,1.64429657161e-05,2.97370133922e-05,0.0121123319336,0.88675,0.80375,0.869245,0.78,845,155,285,715,0.845,0.715
temporal,0.9,raw_binary_window::rbf_hamming_mmd_witness,Raw binary window · RBF-Hamming MMD witness,raw_binary_window,rbf_hamming_mmd_witness,3200,1600,800,2000,"{""gamma"": 4.770045113530806, ""median_hamming_fraction"": 0.1453125, ""prototypes_per_class"": 128, ""seed"": 583900}",0.0753439469263,0.172596512013,0.481642802013,0.00191795960163,0.50521875,0.525,0.472756,0.474,544,456,596,404,0.544,0.404
temporal,0.9,full_observation::exact_llr_ceiling,Exact full-HMM window LLR ceiling,full_observation,exact_llr_ceiling,3200,1600,800,2000,"{""batch_windows"": 64, ""full_hmm"": true, ""known_alternative"": 0.9, ""known_null"": 0.0}",0,0.394219442038,0.94475982897,1.95144006223,0.999975,0.9975,0.999989,0.997,999,1,5,995,0.999,0.995
