regime,time,score,contrast,e_value,anytime_p_value,alarm,witness_rank
null,32,0.0020814945763881487,0.015751266121324173,0.9973932736028845,1.0,False,1
null,33,-0.00386333578062191,0.014067475364063381,0.9965319958833875,1.0,False,1
null,34,-0.025259912303434107,0.012896856695539149,0.9909097411783172,1.0,False,1
null,35,-0.006588775817326087,0.012502214235085943,0.9894631337630252,1.0,False,1
null,36,0.0040279460693723595,0.01235626898458289,0.9903446941514971,1.0,False,1
null,37,-0.00046336861556285636,0.01315961751184007,0.9902430074363908,1.0,False,1
null,38,-0.02256856060985854,0.012399372412499663,0.985289414421228,1.0,False,1
null,39,0.0018009616506484138,0.011356793148625137,0.9856799270209162,1.0,False,1
null,40,-0.0006703351424146298,0.013158532528244917,0.9855343717206699,1.0,False,1
null,41,0.005903354465920177,0.012656143242307525,0.9868162282768637,1.0,False,1
null,42,0.015047208143017549,0.013132494793101772,0.9900954235738738,1.0,False,1
null,43,-0.018252713991834424,0.01441422469995687,0.98608319527657,1.0,False,1
null,44,-0.0006010176872364298,0.013943298200289125,0.9859523760484254,1.0,False,1
null,45,0.008432649836103909,0.015229756232177155,0.9877878198489369,1.0,False,1
null,46,0.000747352997237799,0.013386964628043315,0.9879512950834218,1.0,False,1
null,47,-0.008948400581558658,0.013153867120607322,0.9859925586398132,1.0,False,1
null,48,0.005817950121269691,0.013073624831655297,0.9872601076237274,1.0,False,1
null,49,0.002392274350067905,0.014734608556264154,0.9877831231528373,1.0,False,1
null,50,-0.011833585506444394,0.01577511076786198,0.9851919019419431,1.0,False,1
null,51,0.009201508286845766,0.014813783431816956,0.987194070603009,1.0,False,1
null,52,-0.0018006128439944369,0.016378991184020645,0.98680018962548,1.0,False,1
null,53,-0.008474601538562873,0.01637499945712125,0.9849478119533815,1.0,False,1
null,54,0.0058168160182033996,0.016488707059655622,0.9862135708289804,1.0,False,1
null,55,0.013747698190428162,0.017251552423464704,0.9892153546554868,1.0,False,1
null,56,-0.01864845923060865,0.01752683553281312,0.9851117367859487,1.0,False,1
null,57,0.008414753206438474,0.015228375525814667,0.9869446444907828,1.0,False,1
null,58,-0.0024633217343115743,0.015878212412378974,0.9864054873258714,1.0,False,1
null,59,-0.008005983358607513,0.015962483131624898,0.9846552526538986,1.0,False,1
null,60,-0.0012155090762502457,0.015690605005970137,0.9843906520617953,1.0,False,1
null,61,-0.004229157031654815,0.016662312170152186,0.9834704789879697,1.0,False,1
null,62,-0.017219162919876768,0.016198297785465617,0.9797320821692987,1.0,False,1
null,63,-0.016505725921466874,0.014488971250502471,0.9761820222283141,1.0,False,1
null,64,-0.011572810666778774,0.013201543904707859,0.973715125890696,1.0,False,1
null,65,0.009608379093789393,0.012652664944249912,0.9757506044360166,1.0,False,1
null,66,-0.008501267413325186,0.013685469909082256,0.9739399267889954,1.0,False,1
null,67,0.011839293690752886,0.013805547568806614,0.9764501908239448,1.0,False,1
null,68,-0.022029696915140264,0.014433686875572177,0.9717483645258189,1.0,False,1
null,69,0.0014631350866357584,0.01220242728246947,0.9720569151970716,1.0,False,1
null,70,-0.005392747874530396,0.013087434922490464,0.9709186137098994,1.0,False,1
null,71,0.010483057305168617,0.012771323899158272,0.9731251507295784,1.0,False,1
null,72,-0.005919549343888067,0.013585400815216472,0.9718718839802589,1.0,False,1
null,73,0.001816166162627017,0.013103279972447398,0.9722551997559128,1.0,False,1
null,74,0.0014585423552234411,0.01352642881175583,0.9725633785543097,1.0,False,1
null,75,-0.008413104987455233,0.014851966136267863,0.9707841301609779,1.0,False,1
null,76,0.0033225773243269197,0.014770497329841462,0.9714836568696044,1.0,False,1
null,77,-0.015289349620431783,0.01464935734623218,0.968258484910861,1.0,False,1
null,78,-0.028874040088942413,0.014055469909022858,0.9622178940413708,1.0,False,1
null,79,-0.00017584065895799583,0.014670944348484049,0.9621816815253594,1.0,False,1
null,80,-0.0019477767575161314,0.015375499583118537,0.9617805534828967,1.0,False,1
