regime,stream,alarm,alarm_time,delay,max_e_value
change,12,True,140.0,90.0,1328300.973528244
change,13,True,135.0,85.0,1940502.8660901678
change,14,True,141.0,91.0,636432.8281898644
change,15,True,138.0,88.0,972429.1708573123
change,16,True,136.0,86.0,1660273.8103911642
change,17,True,136.0,86.0,1283332.588806804
change,18,True,140.0,90.0,1014893.898188455
change,19,True,140.0,90.0,1064755.0342387499
change,20,True,143.0,93.0,607261.3851844284
change,21,True,140.0,90.0,855402.6052150747
change,22,True,143.0,93.0,993583.0918025739
change,23,True,135.0,85.0,1469890.5292900756
change,24,True,142.0,92.0,666333.6034085064
change,25,True,140.0,90.0,1054631.7703871757
change,26,True,142.0,92.0,1407673.0667244352
change,27,True,134.0,84.0,1561851.9474143186
change,28,True,136.0,86.0,1044169.751414151
change,29,True,135.0,85.0,1669765.8291796339
change,30,True,143.0,93.0,778487.0463564255
change,31,True,138.0,88.0,1865468.9273104519
change,32,True,138.0,88.0,1228065.6326881004
change,33,True,139.0,89.0,911003.1519014256
change,34,True,138.0,88.0,1098500.2205352401
change,35,True,144.0,94.0,856747.513484642
change,36,True,139.0,89.0,1604639.8816263909
change,37,True,141.0,91.0,1026240.0032181783
change,38,True,142.0,92.0,878917.0860586505
change,39,True,136.0,86.0,1112433.61682175
change,40,True,141.0,91.0,1148314.0524116238
change,41,True,140.0,90.0,876061.9557690993
change,42,True,138.0,88.0,929688.8525910305
change,43,True,139.0,89.0,1244821.8628216349
change,44,True,141.0,91.0,839315.4077679021
change,45,True,132.0,82.0,1909410.7389922552
change,46,True,137.0,87.0,1192420.7368015822
change,47,True,143.0,93.0,743546.2729496466
change,48,True,140.0,90.0,850581.2529395191
change,49,True,135.0,85.0,1340242.3948846683
change,50,True,138.0,88.0,1777062.1420898808
change,51,True,140.0,90.0,1658282.486950839
change,52,True,140.0,90.0,907248.3338702604
change,53,True,139.0,89.0,1390132.3012351952
change,54,True,136.0,86.0,1495129.5169399679
change,55,True,141.0,91.0,1070434.308982659
change,56,True,138.0,88.0,1092580.6174459672
change,57,True,139.0,89.0,1104985.6841994536
change,58,True,137.0,87.0,1339017.1008144573
change,59,True,137.0,87.0,1112944.7890034819
change,60,True,137.0,87.0,1273292.835879309
change,61,True,145.0,95.0,776028.2133235477
change,62,True,133.0,83.0,1976472.24016476
change,63,True,136.0,86.0,1633880.7081669786
change,64,True,137.0,87.0,923489.3666400488
change,65,True,138.0,88.0,1470297.8441152968
change,66,True,137.0,87.0,1267589.4775837732
change,67,True,141.0,91.0,823984.5501057955
change,68,True,138.0,88.0,1261972.253244896
change,69,True,138.0,88.0,1396714.9032100497
change,70,True,140.0,90.0,921419.4854681531
change,71,True,139.0,89.0,1584607.224757536
change,72,True,136.0,86.0,1442311.4729046961
change,73,True,139.0,89.0,1217666.0030416101
change,74,True,139.0,89.0,922356.3666828761
change,75,True,140.0,90.0,682569.2238028338
change,76,True,139.0,89.0,1364996.6854592268
change,77,True,143.0,93.0,884209.3855759118
change,78,True,139.0,89.0,1050518.4979928602
change,79,True,134.0,84.0,1479188.6714769236
change,80,True,140.0,90.0,939528.0826744126
change,81,True,136.0,86.0,1535428.2997532892
change,82,True,139.0,89.0,1022842.6699807458
change,83,True,139.0,89.0,1097639.8776591714
change,84,True,138.0,88.0,1998424.5750048906
change,85,True,136.0,86.0,1575377.0642463919
change,86,True,136.0,86.0,955468.5461014822
change,87,True,140.0,90.0,1065024.9778196593
change,88,True,136.0,86.0,1470065.3485082919
change,89,True,141.0,91.0,1178354.6592533372
change,90,True,137.0,87.0,1308036.4222909668
change,91,True,140.0,90.0,757933.3275297168
change,92,True,139.0,89.0,1485144.275490239
change,93,True,144.0,94.0,1053022.6856897522
change,94,True,138.0,88.0,1299993.791270723
change,95,True,138.0,88.0,1488306.8680801983
change,96,True,138.0,88.0,1119309.072257694
change,97,True,142.0,92.0,569347.7451453562
change,98,True,137.0,87.0,941423.3027662365
change,99,True,139.0,89.0,1214582.3702432727
change,100,True,141.0,91.0,947096.3132451064
change,101,True,137.0,87.0,1408769.1924965025
change,102,True,137.0,87.0,1237166.4941735223
change,103,True,142.0,92.0,596675.7357928896
change,104,True,138.0,88.0,1232479.9243165408
change,105,True,140.0,90.0,974896.0207595053
change,106,True,138.0,88.0,1572808.558050628
change,107,True,135.0,85.0,2622147.907611808
change,108,True,139.0,89.0,952160.1769278029
change,109,True,140.0,90.0,1028314.3378690885
change,110,True,142.0,92.0,1050804.5568433304
change,111,True,141.0,91.0,1074413.157520744
change,112,True,137.0,87.0,1292652.2090501674
change,113,True,140.0,90.0,1357796.4863837135
change,114,True,139.0,89.0,901749.93067396
change,115,True,137.0,87.0,1261412.7904477732
change,116,True,140.0,90.0,770578.7200009028
change,117,True,135.0,85.0,1433397.113784323
change,118,True,140.0,90.0,854139.3635787499
change,119,True,142.0,92.0,1034229.5269850142
