observable,displacement_index,delta_row,delta_column,start_row,start_column,first_detector,second_detector,state,q,copies,method,exact_expectation,mean_estimate,bias,rmse,theoretical_estimator_standard_error
ZZ_d2_r0_c4,2,0,2,0,4,4,1,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7159910202026367,9.830020263679184e-05,0.04274094771060296,0.04552079713750558
ZZ_d2_r1_c0,2,0,2,1,0,5,7,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7204198837280273,0.004527163728027465,0.0473427991143287,0.04552079713750558
ZZ_d2_r1_c1,2,0,2,1,1,6,8,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7195701599121094,0.003677439912109448,0.04447661456129386,0.04552079713750558
ZZ_d2_r1_c2,2,0,2,1,2,7,9,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7172870635986328,0.0013943435986328856,0.04554490696323699,0.04552079713750558
ZZ_d2_r1_c3,2,0,2,1,3,8,5,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7195529937744141,0.003660273774414136,0.04743965342990365,0.04552079713750558
ZZ_d2_r1_c4,2,0,2,1,4,9,6,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7174844741821289,0.0015917541821289815,0.046947682302808255,0.04552079713750558
ZZ_d2_r2_c0,2,0,2,2,0,10,12,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7172012329101562,0.001308512910156323,0.044772349213044765,0.04552079713750558
ZZ_d2_r2_c1,2,0,2,2,1,11,13,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7141971588134766,-0.0016955611865233644,0.045070743807645204,0.04552079713750558
ZZ_d2_r2_c2,2,0,2,2,2,12,14,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7107467651367188,-0.00514595486328117,0.04634076437407334,0.04552079713750558
ZZ_d2_r2_c3,2,0,2,2,3,13,10,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.711090087890625,-0.004802632109374904,0.045606707188953995,0.04552079713750558
ZZ_d2_r2_c4,2,0,2,2,4,14,11,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7164287567138672,0.0005360367138672606,0.047904136737601875,0.04552079713750558
ZZ_d2_r3_c0,2,0,2,3,0,15,17,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7202053070068359,0.004312587006836012,0.044633653808389316,0.04552079713750558
ZZ_d2_r3_c1,2,0,2,3,1,16,18,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7157764434814453,-0.0001162765185546144,0.04543076274101268,0.04552079713750558
ZZ_d2_r3_c2,2,0,2,3,2,17,19,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7189779281616211,0.003085208161621167,0.04653286637986863,0.04552079713750558
ZZ_d2_r3_c3,2,0,2,3,3,18,15,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7161970138549805,0.00030429385498054184,0.04506973938871709,0.04552079713750558
ZZ_d2_r3_c4,2,0,2,3,4,19,16,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7170724868774414,0.0011797668774414793,0.04296576613077004,0.04552079713750558
ZZ_d2_r4_c0,2,0,2,4,0,20,22,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7201452255249023,0.0042525055249024776,0.044708875650720216,0.04552079713750558
ZZ_d2_r4_c1,2,0,2,4,1,21,23,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.717106819152832,0.0012140991528321156,0.04336194915151553,0.04552079713750558
ZZ_d2_r4_c2,2,0,2,4,2,22,24,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7160940170288086,0.00020129702880866684,0.044276381921694946,0.04552079713750558
ZZ_d2_r4_c3,2,0,2,4,3,23,20,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7163858413696289,0.0004931213696289885,0.046247005300862676,0.04552079713750558
ZZ_d2_r4_c4,2,0,2,4,4,24,21,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7176904678344727,0.0017977478344727293,0.042727476641491076,0.04552079713750558
ZZ_d3_r0_c0,3,2,0,0,0,0,10,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7154502868652344,-0.0004424331347655519,0.045280992370883996,0.04552079713750558
ZZ_d3_r0_c1,3,2,0,0,1,1,11,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7162399291992188,0.0003472091992188231,0.04237802124207698,0.04552079713750558
ZZ_d3_r0_c2,3,2,0,0,2,2,12,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7146091461181641,-0.0012835738818358644,0.045601165765288866,0.04552079713750558
ZZ_d3_r0_c3,3,2,0,0,3,3,13,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7130899429321289,-0.0028027770678710207,0.04709611770347471,0.04552079713750558
ZZ_d3_r0_c4,3,2,0,0,4,4,14,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7150125503540039,-0.0008801696459960207,0.04733991520020526,0.04552079713750558
ZZ_d3_r1_c0,3,2,0,1,0,5,15,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7199134826660156,0.004020762666015698,0.04627321477387882,0.04552079713750558
ZZ_d3_r1_c1,3,2,0,1,1,6,16,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7164974212646484,0.0006047012646485106,0.04679387088485952,0.04552079713750558
ZZ_d3_r1_c2,3,2,0,1,2,7,17,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7163858413696289,0.0004931213696289793,0.04712441215438816,0.04552079713750558
ZZ_d3_r1_c3,3,2,0,1,3,8,18,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7155876159667969,-0.0003051040332030519,0.045087754903945246,0.04552079713750558
ZZ_d3_r1_c4,3,2,0,1,4,9,19,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.71685791015625,0.0009651901562500731,0.04576942176857242,0.04552079713750558
ZZ_d3_r2_c0,3,2,0,2,0,10,20,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7172183990478516,0.0013256790478516356,0.04611013407696146,0.04552079713750558
ZZ_d3_r2_c1,3,2,0,2,1,11,21,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7206001281738281,0.004707408173828217,0.04299222128662854,0.04552079713750558
ZZ_d3_r2_c2,3,2,0,2,2,12,22,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7157764434814453,-0.0001162765185546144,0.04426083096176219,0.04552079713750558
ZZ_d3_r2_c3,3,2,0,2,3,13,23,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7128410339355469,-0.003051686064453052,0.04808131732999229,0.04552079713750558
ZZ_d3_r2_c4,3,2,0,2,4,14,24,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7146949768066406,-0.001197743193359302,0.044447981551975546,0.04552079713750558
ZZ_d3_r3_c0,3,2,0,3,0,15,0,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7169694900512695,0.0010767700512696043,0.04754985546282304,0.04552079713750558
ZZ_d3_r3_c1,3,2,0,3,1,16,1,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7168235778808594,0.0009308578808594481,0.044404231082476237,0.04552079713750558
ZZ_d3_r3_c2,3,2,0,3,2,17,2,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7162399291992188,0.0003472091992188231,0.04302372863152943,0.04552079713750558
ZZ_d3_r3_c3,3,2,0,3,3,18,3,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7137422561645508,-0.0021504638354491457,0.043358385493540576,0.04552079713750558
ZZ_d3_r3_c4,3,2,0,3,4,19,4,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7169780731201172,0.0010853531201172606,0.04523460854998812,0.04552079713750558
ZZ_d3_r4_c0,3,2,0,4,0,20,5,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7163944244384766,0.0005017044384766356,0.047779270551994636,0.04552079713750558
ZZ_d3_r4_c1,3,2,0,4,1,21,6,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7212438583374023,0.005351138337402443,0.044751555017627224,0.04552079713750558
ZZ_d3_r4_c2,3,2,0,4,2,22,7,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7178878784179688,0.001995158417968823,0.0416704609749656,0.04552079713750558
ZZ_d3_r4_c3,3,2,0,4,3,23,8,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7149782180786133,-0.0009145019213866457,0.042978852558565823,0.04552079713750558
ZZ_d3_r4_c4,3,2,0,4,4,24,9,null_q035,0.35,4096,local_pauli_shadow,0.7158927199999999,0.7206859588623047,0.00479323886230479,0.04726240930402304,0.04552079713750558
ZZ_d0_r0_c0,0,0,1,0,0,0,1,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.713134765625,-0.002757954374999914,0.08422767094550725,0.08727628664289001
ZZ_d0_r0_c1,0,0,1,0,1,1,2,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.710693359375,-0.005199360624999913,0.08695401569722584,0.08727628664289001
ZZ_d0_r0_c2,0,0,1,0,2,2,3,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.718017578125,0.00212485812500014,0.09146471990061741,0.08727628664289001
ZZ_d0_r0_c3,0,0,1,0,3,3,4,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7181396484375,0.0022469284375001212,0.0910295771826129,0.08727628664289001
ZZ_d0_r0_c4,0,0,1,0,4,4,0,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7210693359375,0.005176615937500137,0.08696593889284486,0.08727628664289001
ZZ_d0_r1_c0,0,0,1,1,0,5,6,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.713134765625,-0.0027579543749999234,0.0841370415681592,0.08727628664289001
ZZ_d0_r1_c1,0,0,1,1,1,6,7,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7159423828125,4.9662812500073095e-05,0.08823574256385716,0.08727628664289001
ZZ_d0_r1_c2,0,0,1,1,2,7,8,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.720947265625,0.005054545625000075,0.09217905282366029,0.08727628664289001
ZZ_d0_r1_c3,0,0,1,1,3,8,9,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7210693359375,0.005176615937500075,0.08030680497910202,0.08727628664289001
ZZ_d0_r1_c4,0,0,1,1,4,9,5,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7138671875,-0.0020255324999999247,0.08546624874181856,0.08727628664289001
ZZ_d0_r2_c0,0,0,1,2,0,10,11,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7088623046875,-0.007030415312499901,0.08826586600568066,0.08727628664289001
ZZ_d0_r2_c1,0,0,1,2,1,11,12,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.712646484375,-0.003246235624999927,0.09229413317079477,0.08727628664289001
ZZ_d0_r2_c2,0,0,1,2,2,12,13,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7181396484375,0.0022469284375001026,0.08341983741058104,0.08727628664289001
ZZ_d0_r2_c3,0,0,1,2,3,13,14,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.717529296875,0.0016365768750000722,0.08704698178156235,0.08727628664289001
ZZ_d0_r2_c4,0,0,1,2,4,14,10,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.720947265625,0.005054545625000096,0.0885054826281875,0.08727628664289001
ZZ_d0_r3_c0,0,0,1,3,0,15,16,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7159423828125,4.966281250007396e-05,0.09007558065668533,0.08727628664289001
ZZ_d0_r3_c1,0,0,1,3,1,16,17,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7073974609375,-0.008495259062499873,0.08980411884701626,0.08727628664289001
ZZ_d0_r3_c2,0,0,1,3,2,17,18,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7127685546875,-0.0031241653124999156,0.09305938101396076,0.08727628664289001
ZZ_d0_r3_c3,0,0,1,3,3,18,19,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.724853515625,0.00896079562500014,0.08430813893798096,0.08727628664289001
ZZ_d0_r3_c4,0,0,1,3,4,19,15,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7196044921875,0.003711772187500073,0.08669807735675443,0.08727628664289001
ZZ_d0_r4_c0,0,0,1,4,0,20,21,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7239990234375,0.008106303437500156,0.09104586807714161,0.08727628664289001
ZZ_d0_r4_c1,0,0,1,4,1,21,22,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7236328125,0.007740092500000111,0.08498798045862666,0.08727628664289001
ZZ_d0_r4_c2,0,0,1,4,2,22,23,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7183837890625,0.002491069062500073,0.0744392171307925,0.08727628664289001
ZZ_d0_r4_c3,0,0,1,4,3,23,24,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7244873046875,0.008594584687500099,0.08503913549993627,0.08727628664289001
ZZ_d0_r4_c4,0,0,1,4,4,24,20,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7230224609375,0.007129740937500144,0.08794573930936211,0.08727628664289001
ZZ_d1_r0_c0,1,1,0,0,0,0,5,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7127685546875,-0.003124165312499927,0.09010194993995845,0.08727628664289001
ZZ_d1_r0_c1,1,1,0,0,1,1,6,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7130126953125,-0.0028800246874999113,0.0890878839712942,0.08727628664289001
ZZ_d1_r0_c2,1,1,0,0,2,2,7,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.71337890625,-0.0025138137499999234,0.09955371560713291,0.08727628664289001
ZZ_d1_r0_c3,1,1,0,0,3,3,8,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.720703125,0.00481040500000008,0.08430321950275475,0.08727628664289001
ZZ_d1_r0_c4,1,1,0,0,4,4,9,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7158203125,-7.240749999992777e-05,0.08992335498442354,0.08727628664289001
ZZ_d1_r1_c0,1,1,0,1,0,5,10,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.708984375,-0.006908344999999911,0.08601538735306845,0.08727628664289001
ZZ_d1_r1_c1,1,1,0,1,1,6,11,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7142333984375,-0.001659321562499927,0.08222573015418608,0.08727628664289001
ZZ_d1_r1_c2,1,1,0,1,2,7,12,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.714599609375,-0.0012931106249999226,0.08014770974346923,0.08727628664289001
ZZ_d1_r1_c3,1,1,0,1,3,8,13,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7213134765625,0.0054207565625000766,0.08511189760222436,0.08727628664289001
ZZ_d1_r1_c4,1,1,0,1,4,9,14,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.72509765625,0.009204936250000139,0.088164702526888,0.08727628664289001
ZZ_d1_r2_c0,1,1,0,2,0,10,15,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7103271484375,-0.00556557156249987,0.08599346561847898,0.08727628664289001
ZZ_d1_r2_c1,1,1,0,2,1,11,16,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7120361328125,-0.0038565871874999135,0.0882821688899875,0.08727628664289001
ZZ_d1_r2_c2,1,1,0,2,2,12,17,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7119140625,-0.003978657499999925,0.08716934211779045,0.08727628664289001
ZZ_d1_r2_c3,1,1,0,2,3,13,18,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.716552734375,0.0006600143750000766,0.08956411496589137,0.08727628664289001
ZZ_d1_r2_c4,1,1,0,2,4,14,19,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.725830078125,0.009937358125000142,0.08887784061792148,0.08727628664289001
ZZ_d1_r3_c0,1,1,0,3,0,15,20,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.718505859375,0.0026131393750000757,0.08672786464585447,0.08727628664289001
ZZ_d1_r3_c1,1,1,0,3,1,16,21,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.71826171875,0.0023689987500000757,0.08698335310257445,0.08727628664289001
ZZ_d1_r3_c2,1,1,0,3,2,17,22,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7110595703125,-0.004833149687499913,0.0934569721358191,0.08727628664289001
ZZ_d1_r3_c3,1,1,0,3,3,18,23,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7315673828125,0.015674662812500153,0.08231769829930422,0.08727628664289001
ZZ_d1_r3_c4,1,1,0,3,4,19,24,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.723876953125,0.00798423312500011,0.09005199467147244,0.08727628664289001
ZZ_d1_r4_c0,1,1,0,4,0,20,0,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.717041015625,0.001148295625000073,0.0838611931292472,0.08727628664289001
ZZ_d1_r4_c1,1,1,0,4,1,21,1,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7196044921875,0.00371177218750011,0.08805150678907502,0.08727628664289001
ZZ_d1_r4_c2,1,1,0,4,2,22,2,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.7108154296875,-0.005077290312499913,0.08667241406321433,0.08727628664289001
ZZ_d1_r4_c3,1,1,0,4,3,23,3,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.724609375,0.00871665500000014,0.08200608153285582,0.08727628664289001
ZZ_d1_r4_c4,1,1,0,4,4,24,4,changed_q065,0.65,64,native_all_z,0.7158927199999999,0.716796875,0.0009041550000000731,0.09665925253062765,0.08727628664289001
ZZ_d2_r0_c0,2,0,2,0,0,0,2,changed_q065,0.65,64,native_all_z,0.72967688,0.730224609375,0.0005477293750000278,0.08880949836308695,0.08547401385010477
ZZ_d2_r0_c1,2,0,2,0,1,1,3,changed_q065,0.65,64,native_all_z,0.72967688,0.728271484375,-0.0014053956249999722,0.07887221151649763,0.08547401385010477
ZZ_d2_r0_c2,2,0,2,0,2,2,4,changed_q065,0.65,64,native_all_z,0.72967688,0.7281494140625,-0.0015274659374999722,0.0903613543115572,0.08547401385010477
ZZ_d2_r0_c3,2,0,2,0,3,3,0,changed_q065,0.65,64,native_all_z,0.72967688,0.73388671875,0.004209838750000028,0.0849684221415338,0.08547401385010477
ZZ_d2_r0_c4,2,0,2,0,4,4,1,changed_q065,0.65,64,native_all_z,0.72967688,0.7342529296875,0.004576049687500028,0.08178640565456935,0.08547401385010477
ZZ_d2_r1_c0,2,0,2,1,0,5,7,changed_q065,0.65,64,native_all_z,0.72967688,0.7298583984375,0.00018151843750002783,0.08661533505725917,0.08547401385010477
ZZ_d2_r1_c1,2,0,2,1,1,6,8,changed_q065,0.65,64,native_all_z,0.72967688,0.7359619140625,0.006285034062500028,0.08244165762290638,0.08547401385010477
ZZ_d2_r1_c2,2,0,2,1,2,7,9,changed_q065,0.65,64,native_all_z,0.72967688,0.7293701171875,-0.00030676281249997217,0.086588846044215,0.08547401385010477
ZZ_d2_r1_c3,2,0,2,1,3,8,5,changed_q065,0.65,64,native_all_z,0.72967688,0.7291259765625,-0.0005509034374999722,0.09825707561140967,0.08547401385010477
ZZ_d2_r1_c4,2,0,2,1,4,9,6,changed_q065,0.65,64,native_all_z,0.72967688,0.726806640625,-0.002870239374999972,0.08279831073893897,0.08547401385010477
ZZ_d2_r2_c0,2,0,2,2,0,10,12,changed_q065,0.65,64,native_all_z,0.72967688,0.7254638671875,-0.004213012812499972,0.0843658784276115,0.08547401385010477
ZZ_d2_r2_c1,2,0,2,2,1,11,13,changed_q065,0.65,64,native_all_z,0.72967688,0.7247314453125,-0.004945434687499972,0.09185986109058336,0.08547401385010477
ZZ_d2_r2_c2,2,0,2,2,2,12,14,changed_q065,0.65,64,native_all_z,0.72967688,0.7349853515625,0.005308471562500028,0.07907839957156457,0.08547401385010477
ZZ_d2_r2_c3,2,0,2,2,3,13,10,changed_q065,0.65,64,native_all_z,0.72967688,0.72265625,-0.007020629999999972,0.0843903903063948,0.08547401385010477
ZZ_d2_r2_c4,2,0,2,2,4,14,11,changed_q065,0.65,64,native_all_z,0.72967688,0.7322998046875,0.002622924687500028,0.08731745779081075,0.08547401385010477
ZZ_d2_r3_c0,2,0,2,3,0,15,17,changed_q065,0.65,64,native_all_z,0.72967688,0.723388671875,-0.006288208124999972,0.08831764663154466,0.08547401385010477
ZZ_d2_r3_c1,2,0,2,3,1,16,18,changed_q065,0.65,64,native_all_z,0.72967688,0.72998046875,0.00030358875000002783,0.08986416337382853,0.08547401385010477
ZZ_d2_r3_c2,2,0,2,3,2,17,19,changed_q065,0.65,64,native_all_z,0.72967688,0.7344970703125,0.004820190312500028,0.08747921961664677,0.08547401385010477
ZZ_d2_r3_c3,2,0,2,3,3,18,15,changed_q065,0.65,64,native_all_z,0.72967688,0.7335205078125,0.003843627812500028,0.08799215861665612,0.08547401385010477
ZZ_d2_r3_c4,2,0,2,3,4,19,16,changed_q065,0.65,64,native_all_z,0.72967688,0.737060546875,0.007383666875000028,0.08704894471989248,0.08547401385010477
ZZ_d2_r4_c0,2,0,2,4,0,20,22,changed_q065,0.65,64,native_all_z,0.72967688,0.7296142578125,-6.262218749997217e-05,0.0820791253002249,0.08547401385010477
ZZ_d2_r4_c1,2,0,2,4,1,21,23,changed_q065,0.65,64,native_all_z,0.72967688,0.7398681640625,0.010191284062500028,0.0865416599320814,0.08547401385010477
ZZ_d2_r4_c2,2,0,2,4,2,22,24,changed_q065,0.65,64,native_all_z,0.72967688,0.732177734375,0.002500854375000028,0.08770322675864407,0.08547401385010477
ZZ_d2_r4_c3,2,0,2,4,3,23,20,changed_q065,0.65,64,native_all_z,0.72967688,0.734130859375,0.004453979375000028,0.07849484648869884,0.08547401385010477
ZZ_d2_r4_c4,2,0,2,4,4,24,21,changed_q065,0.65,64,native_all_z,0.72967688,0.7451171875,0.015440307500000028,0.09027254040008181,0.08547401385010477
ZZ_d3_r0_c0,3,2,0,0,0,0,10,changed_q065,0.65,64,native_all_z,0.72967688,0.7320556640625,0.002378784062500028,0.07953016635737202,0.08547401385010477
ZZ_d3_r0_c1,3,2,0,0,1,1,11,changed_q065,0.65,64,native_all_z,0.72967688,0.725830078125,-0.003846801874999972,0.07848400306931595,0.08547401385010477
ZZ_d3_r0_c2,3,2,0,0,2,2,12,changed_q065,0.65,64,native_all_z,0.72967688,0.729248046875,-0.00042883312499997217,0.08462143876075758,0.08547401385010477
ZZ_d3_r0_c3,3,2,0,0,3,3,13,changed_q065,0.65,64,native_all_z,0.72967688,0.7259521484375,-0.003724731562499972,0.08330116434915553,0.08547401385010477
ZZ_d3_r0_c4,3,2,0,0,4,4,14,changed_q065,0.65,64,native_all_z,0.72967688,0.73193359375,0.002256713750000028,0.09185446447524695,0.08547401385010477
ZZ_d3_r1_c0,3,2,0,1,0,5,15,changed_q065,0.65,64,native_all_z,0.72967688,0.7261962890625,-0.003480590937499972,0.08846687375202239,0.08547401385010477
ZZ_d3_r1_c1,3,2,0,1,1,6,16,changed_q065,0.65,64,native_all_z,0.72967688,0.73095703125,0.0012801512500000278,0.08919105430182946,0.08547401385010477
ZZ_d3_r1_c2,3,2,0,1,2,7,17,changed_q065,0.65,64,native_all_z,0.72967688,0.730712890625,0.0010360106250000278,0.08727575152463964,0.08547401385010477
ZZ_d3_r1_c3,3,2,0,1,3,8,18,changed_q065,0.65,64,native_all_z,0.72967688,0.7401123046875,0.010435424687500028,0.08526722973276436,0.08547401385010477
ZZ_d3_r1_c4,3,2,0,1,4,9,19,changed_q065,0.65,64,native_all_z,0.72967688,0.73486328125,0.005186401250000028,0.08853903285753065,0.08547401385010477
ZZ_d3_r2_c0,3,2,0,2,0,10,20,changed_q065,0.65,64,native_all_z,0.72967688,0.7318115234375,0.002134643437500028,0.0840858728978151,0.08547401385010477
ZZ_d3_r2_c1,3,2,0,2,1,11,21,changed_q065,0.65,64,native_all_z,0.72967688,0.7352294921875,0.005552612187500028,0.08526662157821499,0.08547401385010477
ZZ_d3_r2_c2,3,2,0,2,2,12,22,changed_q065,0.65,64,native_all_z,0.72967688,0.7254638671875,-0.004213012812499972,0.08212040617794868,0.08547401385010477
ZZ_d3_r2_c3,3,2,0,2,3,13,23,changed_q065,0.65,64,native_all_z,0.72967688,0.7347412109375,0.005064330937500028,0.08195420880772399,0.08547401385010477
ZZ_d3_r2_c4,3,2,0,2,4,14,24,changed_q065,0.65,64,native_all_z,0.72967688,0.7353515625,0.005674682500000028,0.08830612651436982,0.08547401385010477
ZZ_d3_r3_c0,3,2,0,3,0,15,0,changed_q065,0.65,64,native_all_z,0.72967688,0.725830078125,-0.003846801874999972,0.08228055845875377,0.08547401385010477
ZZ_d3_r3_c1,3,2,0,3,1,16,1,changed_q065,0.65,64,native_all_z,0.72967688,0.7232666015625,-0.006410278437499972,0.08779126932791365,0.08547401385010477
ZZ_d3_r3_c2,3,2,0,3,2,17,2,changed_q065,0.65,64,native_all_z,0.72967688,0.718994140625,-0.010682739374999972,0.09114840120633984,0.08547401385010477
ZZ_d3_r3_c3,3,2,0,3,3,18,3,changed_q065,0.65,64,native_all_z,0.72967688,0.7391357421875,0.009458862187500028,0.084403763832619,0.08547401385010477
ZZ_d3_r3_c4,3,2,0,3,4,19,4,changed_q065,0.65,64,native_all_z,0.72967688,0.728759765625,-0.0009171143749999722,0.09516259311520155,0.08547401385010477
ZZ_d3_r4_c0,3,2,0,4,0,20,5,changed_q065,0.65,64,native_all_z,0.72967688,0.7276611328125,-0.002015747187499972,0.0889744104796782,0.08547401385010477
ZZ_d3_r4_c1,3,2,0,4,1,21,6,changed_q065,0.65,64,native_all_z,0.72967688,0.734619140625,0.004942260625000028,0.08505377221188895,0.08547401385010477
ZZ_d3_r4_c2,3,2,0,4,2,22,7,changed_q065,0.65,64,native_all_z,0.72967688,0.7266845703125,-0.002992309687499972,0.08429818075617067,0.08547401385010477
ZZ_d3_r4_c3,3,2,0,4,3,23,8,changed_q065,0.65,64,native_all_z,0.72967688,0.7421875,0.012510620000000028,0.08952537059388191,0.08547401385010477
ZZ_d3_r4_c4,3,2,0,4,4,24,9,changed_q065,0.65,64,native_all_z,0.72967688,0.733642578125,0.003965698125000028,0.08504467970648222,0.08547401385010477
ZZ_d0_r0_c0,0,0,1,0,0,0,1,changed_q065,0.65,64,local_pauli_shadow,0.7158927199999999,0.7196044921875,0.003711772187500139,0.3452057698479316,0.3641663771000446
ZZ_d0_r0_c1,0,0,1,0,1,1,2,changed_q065,0.65,64,local_pauli_shadow,0.7158927199999999,0.73388671875,0.01799399875000014,0.36850616943982,0.3641663771000446
ZZ_d0_r0_c2,0,0,1,0,2,2,3,changed_q065,0.65,64,local_pauli_shadow,0.7158927199999999,0.7196044921875,0.003711772187500118,0.36052973564513363,0.3641663771000446
ZZ_d0_r0_c3,0,0,1,0,3,3,4,changed_q065,0.65,64,local_pauli_shadow,0.7158927199999999,0.69378662109375,-0.022106098906249996,0.33654159708138354,0.3641663771000446
ZZ_d0_r0_c4,0,0,1,0,4,4,0,changed_q065,0.65,64,local_pauli_shadow,0.7158927199999999,0.6866455078125,-0.02924721218749988,0.3720128750136902,0.3641663771000446
ZZ_d0_r1_c0,0,0,1,1,0,5,6,changed_q065,0.65,64,local_pauli_shadow,0.7158927199999999,0.71026611328125,-0.005626606718749899,0.3681714758818266,0.3641663771000446
