observable,displacement_index,delta_row,delta_column,start_row,start_column,first_detector,second_detector,state,q,copies,method,exact_expectation,mean_estimate,bias,rmse,theoretical_estimator_standard_error
ZZ_d1_r3_c0,1,1,0,3,0,15,20,null_q035,0.35,256,native_all_z,0.72967688,0.7322998046875,0.002622924687500028,0.04558254721745236,0.04273700692505238
ZZ_d1_r3_c1,1,1,0,3,1,16,21,null_q035,0.35,256,native_all_z,0.72967688,0.724212646484375,-0.005464233515624972,0.046407460244280094,0.04273700692505238
ZZ_d1_r3_c2,1,1,0,3,2,17,22,null_q035,0.35,256,native_all_z,0.72967688,0.72442626953125,-0.005250610468749972,0.04596200449202605,0.04273700692505238
ZZ_d1_r3_c3,1,1,0,3,3,18,23,null_q035,0.35,256,native_all_z,0.72967688,0.732269287109375,0.002592407109375028,0.044346558164763655,0.04273700692505238
ZZ_d1_r3_c4,1,1,0,3,4,19,24,null_q035,0.35,256,native_all_z,0.72967688,0.725677490234375,-0.003999389765624972,0.042079542228224597,0.04273700692505238
ZZ_d1_r4_c0,1,1,0,4,0,20,0,null_q035,0.35,256,native_all_z,0.72967688,0.7322998046875,0.002622924687500028,0.04476448202883385,0.04273700692505238
ZZ_d1_r4_c1,1,1,0,4,1,21,1,null_q035,0.35,256,native_all_z,0.72967688,0.71954345703125,-0.010133422968749972,0.05064033739978522,0.04273700692505238
ZZ_d1_r4_c2,1,1,0,4,2,22,2,null_q035,0.35,256,native_all_z,0.72967688,0.72442626953125,-0.005250610468749972,0.04274202146788744,0.04273700692505238
ZZ_d1_r4_c3,1,1,0,4,3,23,3,null_q035,0.35,256,native_all_z,0.72967688,0.730224609375,0.0005477293750000278,0.04431003253379223,0.04273700692505238
ZZ_d1_r4_c4,1,1,0,4,4,24,4,null_q035,0.35,256,native_all_z,0.72967688,0.725189208984375,-0.004487671015624972,0.03964278377936598,0.04273700692505238
ZZ_d2_r0_c0,2,0,2,0,0,0,2,null_q035,0.35,256,native_all_z,0.7158927199999999,0.718536376953125,0.0026436569531251004,0.04374989716002826,0.04363814332144501
ZZ_d2_r0_c1,2,0,2,0,1,1,3,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71124267578125,-0.004650044218749871,0.04669741353996619,0.04363814332144501
ZZ_d2_r0_c2,2,0,2,0,2,2,4,null_q035,0.35,256,native_all_z,0.7158927199999999,0.716033935546875,0.0001412155468750731,0.0444420231419165,0.04363814332144501
ZZ_d2_r0_c3,2,0,2,0,3,3,0,null_q035,0.35,256,native_all_z,0.7158927199999999,0.720245361328125,0.004352641328125099,0.04149265766596451,0.04363814332144501
ZZ_d2_r0_c4,2,0,2,0,4,4,1,null_q035,0.35,256,native_all_z,0.7158927199999999,0.712066650390625,-0.003826069609374915,0.044743862107972605,0.04363814332144501
ZZ_d2_r1_c0,2,0,2,1,0,5,7,null_q035,0.35,256,native_all_z,0.7158927199999999,0.718994140625,0.003101420625000073,0.045070486529764114,0.04363814332144501
ZZ_d2_r1_c1,2,0,2,1,1,6,8,null_q035,0.35,256,native_all_z,0.7158927199999999,0.716094970703125,0.0002022507031250731,0.03931075035292411,0.04363814332144501
ZZ_d2_r1_c2,2,0,2,1,2,7,9,null_q035,0.35,256,native_all_z,0.7158927199999999,0.719482421875,0.003589701875000092,0.0427958324640767,0.04363814332144501
ZZ_d2_r1_c3,2,0,2,1,3,8,5,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71612548828125,0.0002327682812500731,0.0425150738712023,0.04363814332144501
ZZ_d2_r1_c4,2,0,2,1,4,9,6,null_q035,0.35,256,native_all_z,0.7158927199999999,0.716644287109375,0.0007515671093750731,0.040379328697780006,0.04363814332144501
ZZ_d2_r2_c0,2,0,2,2,0,10,12,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71832275390625,0.002430033906250073,0.04767186146626284,0.04363814332144501
ZZ_d2_r2_c1,2,0,2,2,1,11,13,null_q035,0.35,256,native_all_z,0.7158927199999999,0.719635009765625,0.003742289765625078,0.0441090021880207,0.04363814332144501
ZZ_d2_r2_c2,2,0,2,2,2,12,14,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71575927734375,-0.0001334426562499269,0.04358182754388354,0.04363814332144501
ZZ_d2_r2_c3,2,0,2,2,3,13,10,null_q035,0.35,256,native_all_z,0.7158927199999999,0.720428466796875,0.004535746796875082,0.04445095655189305,0.04363814332144501
ZZ_d2_r2_c4,2,0,2,2,4,14,11,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71978759765625,0.0038948776562500796,0.04214269524628729,0.04363814332144501
ZZ_d2_r3_c0,2,0,2,3,0,15,17,null_q035,0.35,256,native_all_z,0.7158927199999999,0.712921142578125,-0.0029715774218749256,0.0470717634947453,0.04363814332144501
ZZ_d2_r3_c1,2,0,2,3,1,16,18,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71112060546875,-0.004772114531249875,0.04556837927628698,0.04363814332144501
ZZ_d2_r3_c2,2,0,2,3,2,17,19,null_q035,0.35,256,native_all_z,0.7158927199999999,0.712188720703125,-0.003703999296874906,0.04619351678502217,0.04363814332144501
ZZ_d2_r3_c3,2,0,2,3,3,18,15,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71673583984375,0.0008431198437500731,0.04444155014533882,0.04363814332144501
ZZ_d2_r3_c4,2,0,2,3,4,19,16,null_q035,0.35,256,native_all_z,0.7158927199999999,0.70672607421875,-0.009166645781249871,0.04762193241765559,0.04363814332144501
ZZ_d2_r4_c0,2,0,2,4,0,20,22,null_q035,0.35,256,native_all_z,0.7158927199999999,0.715118408203125,-0.0007743117968749269,0.043273396038856285,0.04363814332144501
ZZ_d2_r4_c1,2,0,2,4,1,21,23,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71435546875,-0.001537251249999927,0.045420424046682235,0.04363814332144501
ZZ_d2_r4_c2,2,0,2,4,2,22,24,null_q035,0.35,256,native_all_z,0.7158927199999999,0.7103271484375,-0.0055655715624998835,0.04360862376384428,0.04363814332144501
ZZ_d2_r4_c3,2,0,2,4,3,23,20,null_q035,0.35,256,native_all_z,0.7158927199999999,0.717376708984375,0.001483988984375073,0.041839539723528496,0.04363814332144501
ZZ_d2_r4_c4,2,0,2,4,4,24,21,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71197509765625,-0.003917622343749889,0.04520191659748832,0.04363814332144501
ZZ_d3_r0_c0,3,2,0,0,0,0,10,null_q035,0.35,256,native_all_z,0.7158927199999999,0.717803955078125,0.001911235078125073,0.04216377758148317,0.04363814332144501
ZZ_d3_r0_c1,3,2,0,0,1,1,11,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71343994140625,-0.002452778593749926,0.04376854591482789,0.04363814332144501
ZZ_d3_r0_c2,3,2,0,0,2,2,12,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71697998046875,0.001087260468750073,0.04699644913837201,0.04363814332144501
ZZ_d3_r0_c3,3,2,0,0,3,3,13,null_q035,0.35,256,native_all_z,0.7158927199999999,0.717926025390625,0.002033305390625073,0.04491522163282231,0.04363814332144501
ZZ_d3_r0_c4,3,2,0,0,4,4,14,null_q035,0.35,256,native_all_z,0.7158927199999999,0.717498779296875,0.001606059296875073,0.04326528011497338,0.04363814332144501
ZZ_d3_r1_c0,3,2,0,1,0,5,15,null_q035,0.35,256,native_all_z,0.7158927199999999,0.717315673828125,0.001422953828125073,0.044881689817326965,0.04363814332144501
ZZ_d3_r1_c1,3,2,0,1,1,6,16,null_q035,0.35,256,native_all_z,0.7158927199999999,0.7154541015625,-0.0004386184374999269,0.04497821605354894,0.04363814332144501
ZZ_d3_r1_c2,3,2,0,1,2,7,17,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71453857421875,-0.001354145781249927,0.04447730431682396,0.04363814332144501
ZZ_d3_r1_c3,3,2,0,1,3,8,18,null_q035,0.35,256,native_all_z,0.7158927199999999,0.713348388671875,-0.0025443313281249265,0.043040194488419045,0.04363814332144501
ZZ_d3_r1_c4,3,2,0,1,4,9,19,null_q035,0.35,256,native_all_z,0.7158927199999999,0.713714599609375,-0.002178120390624927,0.045029356695423406,0.04363814332144501
ZZ_d3_r2_c0,3,2,0,2,0,10,20,null_q035,0.35,256,native_all_z,0.7158927199999999,0.717742919921875,0.001850199921875073,0.04501493471571753,0.04363814332144501
ZZ_d3_r2_c1,3,2,0,2,1,11,21,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71270751953125,-0.003185200468749913,0.048870617971860396,0.04363814332144501
ZZ_d3_r2_c2,3,2,0,2,2,12,22,null_q035,0.35,256,native_all_z,0.7158927199999999,0.7110595703125,-0.004833149687499918,0.04636850396903617,0.04363814332144501
ZZ_d3_r2_c3,3,2,0,2,3,13,23,null_q035,0.35,256,native_all_z,0.7158927199999999,0.718292236328125,0.002399516328125073,0.04546071652935816,0.04363814332144501
ZZ_d3_r2_c4,3,2,0,2,4,14,24,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71722412109375,0.001331401093750073,0.04357939376261617,0.04363814332144501
ZZ_d3_r3_c0,3,2,0,3,0,15,0,null_q035,0.35,256,native_all_z,0.7158927199999999,0.720947265625,0.005054545625000104,0.04798815577211274,0.04363814332144501
ZZ_d3_r3_c1,3,2,0,3,1,16,1,null_q035,0.35,256,native_all_z,0.7158927199999999,0.709625244140625,-0.00626747585937488,0.04546140962333638,0.04363814332144501
ZZ_d3_r3_c2,3,2,0,3,2,17,2,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71282958984375,-0.003063130156249927,0.047677703904793534,0.04363814332144501
ZZ_d3_r3_c3,3,2,0,3,3,18,3,null_q035,0.35,256,native_all_z,0.7158927199999999,0.715484619140625,-0.0004081008593749269,0.04312652996945623,0.04363814332144501
ZZ_d3_r3_c4,3,2,0,3,4,19,4,null_q035,0.35,256,native_all_z,0.7158927199999999,0.7127685546875,-0.0031241653124999213,0.04608732436593917,0.04363814332144501
ZZ_d3_r4_c0,3,2,0,4,0,20,5,null_q035,0.35,256,native_all_z,0.7158927199999999,0.717681884765625,0.001789164765625073,0.046869001067171574,0.04363814332144501
ZZ_d3_r4_c1,3,2,0,4,1,21,6,null_q035,0.35,256,native_all_z,0.7158927199999999,0.713653564453125,-0.002239155546874927,0.04591684323029736,0.04363814332144501
ZZ_d3_r4_c2,3,2,0,4,2,22,7,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71661376953125,0.0007210495312500731,0.044988274757416416,0.04363814332144501
ZZ_d3_r4_c3,3,2,0,4,3,23,8,null_q035,0.35,256,native_all_z,0.7158927199999999,0.71697998046875,0.001087260468750073,0.04316201213936069,0.04363814332144501
ZZ_d3_r4_c4,3,2,0,4,4,24,9,null_q035,0.35,256,native_all_z,0.7158927199999999,0.714599609375,-0.001293110624999927,0.04411524069520709,0.04363814332144501
ZZ_d0_r0_c0,0,0,1,0,0,0,1,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.73992919921875,0.010252319218750028,0.186692707927465,0.18186932605833225
ZZ_d0_r0_c1,0,0,1,0,1,1,2,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.732513427734375,0.002836547734375028,0.18805276911509228,0.18186932605833225
ZZ_d0_r0_c2,0,0,1,0,2,2,3,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.72894287109375,-0.0007340089062499722,0.17728610283119065,0.18186932605833225
ZZ_d0_r0_c3,0,0,1,0,3,3,4,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7244110107421875,-0.005265869257812472,0.17408246267027627,0.18186932605833225
ZZ_d0_r0_c4,0,0,1,0,4,4,0,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7310028076171875,0.0013259276171875278,0.1613815164955887,0.18186932605833225
ZZ_d0_r1_c0,0,0,1,1,0,5,6,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7422637939453125,0.01258691394531254,0.19130765336234537,0.18186932605833225
ZZ_d0_r1_c1,0,0,1,1,1,6,7,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7525634765625,0.022886596562500278,0.18784040603971694,0.18186932605833225
ZZ_d0_r1_c2,0,0,1,1,2,7,8,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.748992919921875,0.019316039921875236,0.17585697176519346,0.18186932605833225
ZZ_d0_r1_c3,0,0,1,1,3,8,9,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.74102783203125,0.011350952031250028,0.17806156484466376,0.18186932605833225
ZZ_d0_r1_c4,0,0,1,1,4,9,5,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.734161376953125,0.004484496953125028,0.17851549080100595,0.18186932605833225
ZZ_d0_r2_c0,0,0,1,2,0,10,11,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7158966064453125,-0.013780273554687448,0.1824199941948946,0.18186932605833225
ZZ_d0_r2_c1,0,0,1,2,1,11,12,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.70806884765625,-0.02160803234374982,0.19134697103261317,0.18186932605833225
ZZ_d0_r2_c2,0,0,1,2,2,12,13,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7249603271484375,-0.004716552851562472,0.1887456773069209,0.18186932605833225
ZZ_d0_r2_c3,0,0,1,2,3,13,14,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.724822998046875,-0.004853881953124972,0.1860211398131644,0.18186932605833225
ZZ_d0_r2_c4,0,0,1,2,4,14,10,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7183685302734375,-0.011308349726562437,0.19096448223793175,0.18186932605833225
ZZ_d0_r3_c0,0,0,1,3,0,15,16,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7406158447265625,0.010938964726562528,0.18606385116335397,0.18186932605833225
ZZ_d0_r3_c1,0,0,1,3,1,16,17,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.73223876953125,0.002561889531250028,0.18448916489621484,0.18186932605833225
ZZ_d0_r3_c2,0,0,1,3,2,17,18,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7131500244140625,-0.016526855585937403,0.17821920293013246,0.18186932605833225
ZZ_d0_r3_c3,0,0,1,3,3,18,19,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.6999664306640625,-0.029710449335937257,0.16655456145561529,0.18186932605833225
ZZ_d0_r3_c4,0,0,1,3,4,19,15,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.729217529296875,-0.00045935070312497217,0.17973348185439225,0.18186932605833225
ZZ_d0_r4_c0,0,0,1,4,0,20,21,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.722625732421875,-0.007051147578124972,0.18547749484189696,0.18186932605833225
ZZ_d0_r4_c1,0,0,1,4,1,21,22,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.742950439453125,0.013273559453125028,0.1839149049320255,0.18186932605833225
ZZ_d0_r4_c2,0,0,1,4,2,22,23,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7294921875,-0.00018469249999997217,0.18626290902150133,0.18186932605833225
ZZ_d0_r4_c3,0,0,1,4,3,23,24,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7202911376953125,-0.009385742304687472,0.1800445812563323,0.18186932605833225
ZZ_d0_r4_c4,0,0,1,4,4,24,20,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7134246826171875,-0.016252197382812326,0.16834175861510253,0.18186932605833225
ZZ_d1_r0_c0,1,1,0,0,0,0,5,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.743499755859375,0.013822875859375028,0.18267637937509992,0.18186932605833225
ZZ_d1_r0_c1,1,1,0,0,1,1,6,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.73443603515625,0.004759155156250028,0.1948471528551558,0.18186932605833225
ZZ_d1_r0_c2,1,1,0,0,2,2,7,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.748443603515625,0.018766723515625125,0.1874456526501486,0.18186932605833225
ZZ_d1_r0_c3,1,1,0,0,3,3,8,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.72235107421875,-0.007325805781249972,0.18577687154396494,0.18186932605833225
ZZ_d1_r0_c4,1,1,0,0,4,4,9,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.728668212890625,-0.0010086671093749722,0.18526311416887345,0.18186932605833225
ZZ_d1_r1_c0,1,1,0,1,0,5,10,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7090301513671875,-0.0206467286328123,0.186522779323505,0.18186932605833225
ZZ_d1_r1_c1,1,1,0,1,1,6,11,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.749542236328125,0.01986535632812518,0.18716103067136855,0.18186932605833225
ZZ_d1_r1_c2,1,1,0,1,2,7,12,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.73663330078125,0.006956420781250033,0.1842228790504611,0.18186932605833225
ZZ_d1_r1_c3,1,1,0,1,3,8,13,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7436370849609375,0.013960204960937531,0.18852263569193714,0.18186932605833225
ZZ_d1_r1_c4,1,1,0,1,4,9,14,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7332000732421875,0.003523193242187528,0.19268683308986406,0.18186932605833225
ZZ_d1_r2_c0,1,1,0,2,0,10,15,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7152099609375,-0.014466919062499972,0.17227318898056065,0.18186932605833225
ZZ_d1_r2_c1,1,1,0,2,1,11,16,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7364959716796875,0.006819091679687573,0.17561598202741846,0.18186932605833225
ZZ_d1_r2_c2,1,1,0,2,2,12,17,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.727569580078125,-0.002107299921874972,0.18539446338091797,0.18186932605833225
ZZ_d1_r2_c3,1,1,0,2,3,13,18,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.734710693359375,0.005033813359375028,0.18210292467576542,0.18186932605833225
ZZ_d1_r2_c4,1,1,0,2,4,14,19,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7191925048828125,-0.010484375117187472,0.1757303633926846,0.18186932605833225
ZZ_d1_r3_c0,1,1,0,3,0,15,20,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.73388671875,0.004209838750000028,0.18298976459497568,0.18186932605833225
ZZ_d1_r3_c1,1,1,0,3,1,16,21,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.73388671875,0.004209838750000028,0.18092011954214154,0.18186932605833225
ZZ_d1_r3_c2,1,1,0,3,2,17,22,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.736907958984375,0.007231078984375028,0.18494190007538816,0.18186932605833225
ZZ_d1_r3_c3,1,1,0,3,3,18,23,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.724822998046875,-0.004853881953124972,0.17171549043977907,0.18186932605833225
ZZ_d1_r3_c4,1,1,0,3,4,19,24,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7169952392578125,-0.012681640742187472,0.17046113117469017,0.18186932605833225
ZZ_d1_r4_c0,1,1,0,4,0,20,0,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7255096435546875,-0.004167236445312472,0.18237055530340504,0.18186932605833225
ZZ_d1_r4_c1,1,1,0,4,1,21,1,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.731689453125,0.002012573125000028,0.18264867423989295,0.18186932605833225
ZZ_d1_r4_c2,1,1,0,4,2,22,2,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.725372314453125,-0.004304565546874972,0.18764857194427517,0.18186932605833225
ZZ_d1_r4_c3,1,1,0,4,3,23,3,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7470703125,0.01739343250000004,0.17268693681002004,0.18186932605833225
ZZ_d1_r4_c4,1,1,0,4,4,24,4,null_q035,0.35,256,local_pauli_shadow,0.72967688,0.7076568603515625,-0.02202001964843723,0.18024513812993662,0.18186932605833225
ZZ_d2_r0_c0,2,0,2,0,0,0,2,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.72509765625,0.009204936250000115,0.19390231080019174,0.1820831885500223
ZZ_d2_r0_c1,2,0,2,0,1,1,3,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7327880859375,0.01689536593750011,0.18882266874951956,0.1820831885500223
ZZ_d2_r0_c2,2,0,2,0,2,2,4,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.696807861328125,-0.01908485867187503,0.19757287004055335,0.1820831885500223
ZZ_d2_r0_c3,2,0,2,0,3,3,0,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.727020263671875,0.011127543671875104,0.19327672508120844,0.1820831885500223
ZZ_d2_r0_c4,2,0,2,0,4,4,1,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.719329833984375,0.0034371139843751325,0.18806920457496445,0.1820831885500223
ZZ_d2_r1_c0,2,0,2,1,0,5,7,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.730865478515625,0.01497275851562505,0.1801897632724877,0.1820831885500223
ZZ_d2_r1_c1,2,0,2,1,1,6,8,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7364959716796875,0.020603251679687472,0.17923902098185757,0.1820831885500223
ZZ_d2_r1_c2,2,0,2,1,2,7,9,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.736907958984375,0.021015238984375042,0.18200316864504798,0.1820831885500223
ZZ_d2_r1_c3,2,0,2,1,3,8,5,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7087554931640625,-0.007137226835937382,0.17989399739017073,0.1820831885500223
ZZ_d2_r1_c4,2,0,2,1,4,9,6,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7169952392578125,0.0011025192578126217,0.17569064596241885,0.1820831885500223
ZZ_d2_r2_c0,2,0,2,2,0,10,12,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.707244873046875,-0.008647846953124873,0.18172295831742905,0.1820831885500223
ZZ_d2_r2_c1,2,0,2,2,1,11,13,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.6998291015625,-0.016063618437499896,0.1815265486125472,0.1820831885500223
ZZ_d2_r2_c2,2,0,2,2,2,12,14,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.691864013671875,-0.024028706328124927,0.18775148882909903,0.1820831885500223
ZZ_d2_r2_c3,2,0,2,2,3,13,10,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7016143798828125,-0.01427834011718751,0.1737473722623156,0.1820831885500223
ZZ_d2_r2_c4,2,0,2,2,4,14,11,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.714385986328125,-0.001506733671874887,0.17237271685200292,0.1820831885500223
ZZ_d2_r3_c0,2,0,2,3,0,15,17,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7218017578125,0.005909037812500146,0.19934639756732667,0.1820831885500223
ZZ_d2_r3_c1,2,0,2,3,1,16,18,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.718231201171875,0.0023384811718751342,0.18919295397113395,0.1820831885500223
ZZ_d2_r3_c2,2,0,2,3,2,17,19,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.6920013427734375,-0.023891377226562528,0.17230819528233615,0.1820831885500223
ZZ_d2_r3_c3,2,0,2,3,3,18,15,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7274322509765625,0.01153953097656264,0.1744883782746311,0.1820831885500223
ZZ_d2_r3_c4,2,0,2,3,4,19,16,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7197418212890625,0.003849101289062617,0.18061573273599635,0.1820831885500223
ZZ_d2_r4_c0,2,0,2,4,0,20,22,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.718780517578125,0.002887797578125128,0.179947357670289,0.1820831885500223
ZZ_d2_r4_c1,2,0,2,4,1,21,23,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.70697021484375,-0.008922505156249901,0.18237869929515116,0.1820831885500223
ZZ_d2_r4_c2,2,0,2,4,2,22,24,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.6947479248046875,-0.021144795195312427,0.17516316322414682,0.1820831885500223
ZZ_d2_r4_c3,2,0,2,4,3,23,20,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.717681884765625,0.0017891647656251186,0.1848940260155783,0.1820831885500223
ZZ_d2_r4_c4,2,0,2,4,4,24,21,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.710540771484375,-0.005351948515624885,0.17559633745597736,0.1820831885500223
ZZ_d3_r0_c0,3,2,0,0,0,0,10,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.724273681640625,0.008380961640625104,0.1878361152549716,0.1820831885500223
ZZ_d3_r0_c1,3,2,0,0,1,1,11,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7175445556640625,0.0016518356640625874,0.1805839400088414,0.1820831885500223
ZZ_d3_r0_c2,3,2,0,0,2,2,12,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.6969451904296875,-0.01894752957031236,0.19194910519792682,0.1820831885500223
ZZ_d3_r0_c3,3,2,0,0,3,3,13,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7093048095703125,-0.0065879104296873835,0.19059400743929647,0.1820831885500223
ZZ_d3_r0_c4,3,2,0,0,4,4,14,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7071075439453125,-0.008785176054687401,0.18924186276175434,0.1820831885500223
ZZ_d3_r1_c0,3,2,0,1,0,5,15,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.739105224609375,0.023212504609375035,0.1764044864981518,0.1820831885500223
ZZ_d3_r1_c1,3,2,0,1,1,6,16,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.73883056640625,0.022937846406249976,0.1864560281936609,0.1820831885500223
ZZ_d3_r1_c2,3,2,0,1,2,7,17,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.709442138671875,-0.006450581328124826,0.18154192210796158,0.1820831885500223
ZZ_d3_r1_c3,3,2,0,1,3,8,18,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7196044921875,0.0037117721875001165,0.1786230142310891,0.1820831885500223
ZZ_d3_r1_c4,3,2,0,1,4,9,19,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.713287353515625,-0.0026053664843749013,0.17616556194668295,0.1820831885500223
ZZ_d3_r2_c0,3,2,0,2,0,10,20,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.6821136474609375,-0.03377907253906249,0.19124915724645333,0.1820831885500223
ZZ_d3_r2_c1,3,2,0,2,1,11,21,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.709991455078125,-0.0059012649218749165,0.17475442851490394,0.1820831885500223
ZZ_d3_r2_c2,3,2,0,2,2,12,22,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.720428466796875,0.0045357467968751355,0.1744336316147349,0.1820831885500223
ZZ_d3_r2_c3,3,2,0,2,3,13,23,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.714935302734375,-0.0009574172656249269,0.18573458172417376,0.1820831885500223
ZZ_d3_r2_c4,3,2,0,2,4,14,24,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.722625732421875,0.006733012421875122,0.1799964824907214,0.1820831885500223
ZZ_d3_r3_c0,3,2,0,3,0,15,0,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7241363525390625,0.008243632539062625,0.1808662534145722,0.1820831885500223
ZZ_d3_r3_c1,3,2,0,3,1,16,1,null_q035,0.35,256,local_pauli_shadow,0.7158927199999999,0.7252349853515625,0.009342265351562669,0.17613552659794995,0.1820831885500223
