state,q,repetition,seed,copies,method,pair_observables,rmse,mae,mean_bias,maximum_absolute_error,mean_exact_expectation,mean_estimate
null_q035,0.35,45,550046,1024,native_all_z,100,0.024720706963321248,0.019499163799999993,-0.0039957374999999495,0.06940834499999993,0.7227848,0.7187890625
null_q035,0.35,45,550046,1024,local_pauli_shadow,100,0.08894261836490024,0.07005345175000001,-0.00401526874999995,0.24128334499999993,0.7227848,0.71876953125
null_q035,0.35,45,550046,2048,native_all_z,100,0.017466432462626063,0.013928916749999987,-0.00577308124999995,0.05194250499999997,0.7227848,0.71701171875
null_q035,0.35,45,550046,2048,local_pauli_shadow,100,0.07495213271689685,0.062196056675,-0.014386362499999947,0.18914953624999997,0.7227848,0.7083984375
null_q035,0.35,45,550046,4096,native_all_z,100,0.01205923793662364,0.00930318597499999,-0.0033707374999999494,0.03436437999999997,0.7227848,0.7194140625
null_q035,0.35,45,550046,4096,local_pauli_shadow,100,0.04576024323777241,0.036410335262499996,-0.0038394874999999494,0.12982336437499997,0.7227848,0.7189453125
null_q035,0.35,46,550047,64,native_all_z,100,0.07238892786722563,0.05945915679999999,-0.024034799999999946,0.16717687999999997,0.7227848,0.69875
null_q035,0.35,46,550047,64,local_pauli_shadow,100,0.3362723323851761,0.2720834928,0.01971520000000006,0.81719812,0.7227848,0.7425
null_q035,0.35,46,550047,128,native_all_z,100,0.06252658176940747,0.0495935376,-0.010597299999999947,0.16901771999999993,0.7227848,0.7121875
null_q035,0.35,46,550047,128,local_pauli_shadow,100,0.2539030118647993,0.19668813720000003,0.04643395000000004,0.95782312,0.7227848,0.76921875
null_q035,0.35,46,550047,256,native_all_z,100,0.0420107944419217,0.033271205199999994,-0.005753549999999949,0.09870521999999993,0.7227848,0.71703125
null_q035,0.35,46,550047,256,local_pauli_shadow,100,0.19769390653356209,0.15977407470000002,0.032723012500000065,0.50079187,0.7227848,0.7555078125
null_q035,0.35,46,550047,512,native_all_z,100,0.03078039510920709,0.024936650399999996,-0.0028629249999999494,0.09479896999999993,0.7227848,0.719921875
null_q035,0.35,46,550047,512,local_pauli_shadow,100,0.12781362686213515,0.10128141035000002,0.011453481250000053,0.32501062000000003,0.7227848,0.73423828125
null_q035,0.35,46,550047,1024,native_all_z,100,0.023892508481853952,0.019162015800000005,0.0032698875000000504,0.05938562000000003,0.7227848,0.7260546875
null_q035,0.35,46,550047,1024,local_pauli_shadow,100,0.08570443299926431,0.0696444792,0.0030159812500000507,0.24590905750000003,0.7227848,0.72580078125
null_q035,0.35,46,550047,2048,native_all_z,100,0.017441027064965326,0.014395979399999996,-0.0005191749999999496,0.04987709499999993,0.7227848,0.722265625
null_q035,0.35,46,550047,2048,local_pauli_shadow,100,0.05997730983745789,0.0492237797625,0.012903676562500053,0.15422446750000007,0.7227848,0.7356884765625
null_q035,0.35,46,550047,4096,native_all_z,100,0.012759548278573028,0.010017803924999997,-0.00023597187499994952,0.03459556125000007,0.7227848,0.722548828125
null_q035,0.35,46,550047,4096,local_pauli_shadow,100,0.04033362820979564,0.034631387631250024,0.009981313281250051,0.09906164562499997,0.7227848,0.73276611328125
null_q035,0.35,47,550048,64,native_all_z,100,0.07931951700411696,0.0637765328,0.00534020000000005,0.21589271999999993,0.7227848,0.728125
null_q035,0.35,47,550048,64,local_pauli_shadow,100,0.3343712196930477,0.26607366039999997,-0.04075354999999994,0.8565177199999999,0.7227848,0.68203125
null_q035,0.35,47,550048,128,native_all_z,100,0.055941530326461396,0.046642098400000005,0.01065270000000005,0.13776771999999993,0.7227848,0.7334375
null_q035,0.35,47,550048,128,local_pauli_shadow,100,0.2576348736607758,0.21197369299999994,-0.016144174999999934,0.67657312,0.7227848,0.706640625
null_q035,0.35,47,550048,256,native_all_z,100,0.04256699102169897,0.03350575240000001,0.008152700000000051,0.12969812000000003,0.7227848,0.7309375
