regime,stream,alarm,alarm_time,delay,max_e_value
change,25,True,90.0,40.0,2050765819449.0498
change,26,True,77.0,27.0,2.2374340345990307e+17
change,27,True,80.0,30.0,4768212297145425.0
change,28,True,74.0,24.0,1.3299899176722622e+17
change,29,True,79.0,29.0,3.824805420982282e+16
change,30,True,85.0,35.0,2.2871412911274204e+16
change,31,True,82.0,32.0,793201066441767.5
change,32,True,90.0,40.0,1763862995958201.5
change,33,True,70.0,20.0,4.007710312486029e+16
change,34,True,73.0,23.0,1.5381659123102982e+17
change,35,True,73.0,23.0,1.343806665180073e+18
change,36,True,83.0,33.0,3.023203345249693e+16
change,37,True,70.0,20.0,3.0835631840542425e+20
change,38,True,72.0,22.0,1.6452616499833964e+18
change,39,True,77.0,27.0,7.564548538280206e+16
change,40,True,86.0,36.0,1.4270224690587508e+16
change,41,True,70.0,20.0,4.3570060567158686e+20
change,42,True,87.0,37.0,378817639126194.3
change,43,True,82.0,32.0,192933508625480.28
change,44,True,87.0,37.0,519856097679386.0
change,45,True,75.0,25.0,2.5344653709135786e+19
change,46,True,87.0,37.0,2766708714705182.0
change,47,True,79.0,29.0,3991397758966257.5
change,48,True,84.0,34.0,2.575214113240276e+16
change,49,True,81.0,31.0,1.6901467209965827e+17
change,50,True,69.0,19.0,9.907251636728458e+19
change,51,True,75.0,25.0,1.0038617719214328e+19
change,52,True,71.0,21.0,2.725398754572569e+18
change,53,True,81.0,31.0,7867707208049816.0
change,54,True,77.0,27.0,6.259826403436563e+17
change,55,True,83.0,33.0,1.2708160411545716e+16
change,56,True,66.0,16.0,1.490624932569473e+20
change,57,True,90.0,40.0,9843083952049.83
change,58,True,73.0,23.0,2.3803916748469535e+18
change,59,True,80.0,30.0,3009340851213068.0
change,60,True,80.0,30.0,393076141169984.5
change,61,True,77.0,27.0,1875746480748863.0
change,62,True,73.0,23.0,1.8521690387154043e+18
change,63,True,71.0,21.0,7.463693827787586e+16
change,64,True,69.0,19.0,1.7882705452418634e+17
change,65,True,86.0,36.0,2015787747758880.8
change,66,True,55.0,5.0,5.314774825373636e+22
change,67,True,84.0,34.0,1942315690080295.0
change,68,True,96.0,46.0,17132837861526.764
change,69,True,85.0,35.0,8562195295796594.0
change,70,True,80.0,30.0,1.0968905634699133e+18
change,71,True,82.0,32.0,1.3010057274021624e+16
change,72,True,68.0,18.0,1.1073600486300062e+19
change,73,True,83.0,33.0,441221382843821.6
change,74,True,85.0,35.0,1.628312198081592e+16
change,75,True,85.0,35.0,3463816743737619.0
change,76,True,75.0,25.0,7.321880947640688e+16
change,77,True,77.0,27.0,2.3003527970448696e+16
change,78,True,87.0,37.0,9.648397037711806e+16
change,79,True,88.0,38.0,711664485128158.5
change,80,True,79.0,29.0,60840661618261.85
change,81,True,72.0,22.0,4.67206504291551e+20
change,82,True,77.0,27.0,12111763324303.336
change,83,True,82.0,32.0,1.0435150380971638e+17
change,84,True,72.0,22.0,6.583269734437499e+17
change,85,True,80.0,30.0,5.582725623995978e+17
change,86,True,79.0,29.0,5.642826353167596e+18
change,87,True,69.0,19.0,1.8297840094598788e+20
change,88,True,86.0,36.0,186600321644441.16
change,89,True,89.0,39.0,53777405506595.7
change,90,True,81.0,31.0,1.1515537997406263e+18
change,91,True,76.0,26.0,2.40044819193903e+16
change,92,True,76.0,26.0,554167601002746.56
change,93,True,84.0,34.0,4.236117994289981e+16
change,94,True,95.0,45.0,10963810343139.424
change,95,True,76.0,26.0,3.174831219661007e+16
change,96,True,76.0,26.0,5.230045703542732e+17
change,97,True,84.0,34.0,222735819828734.84
change,98,True,82.0,32.0,1.2028803268114906e+18
change,99,True,82.0,32.0,6.509154773987398e+17
change,100,True,69.0,19.0,2.418637094315938e+17
change,101,True,85.0,35.0,5.583069019242097e+16
change,102,True,80.0,30.0,1332082653143545.0
change,103,True,83.0,33.0,8.153379243755866e+16
change,104,True,79.0,29.0,4.6062237622314874e+17
change,105,True,74.0,24.0,3.3648582146080614e+17
change,106,True,83.0,33.0,1.3588033521998907e+17
change,107,True,83.0,33.0,1.8335158142879108e+16
change,108,True,84.0,34.0,1025842548958675.8
change,109,True,91.0,41.0,1172199150163792.8
change,110,True,83.0,33.0,3259952573603696.0
change,111,True,93.0,43.0,716005850138980.9
change,112,True,78.0,28.0,4587062395790240.0
change,113,True,75.0,25.0,1.1734519783957651e+17
change,114,True,88.0,38.0,797437526488982.8
change,115,True,77.0,27.0,2.4450032464027346e+18
change,116,True,67.0,17.0,5.505037205010622e+19
change,117,True,93.0,43.0,3.6878878421168296e+16
change,118,True,76.0,26.0,2.117721971528915e+17
change,119,True,81.0,31.0,7.797587392403886e+17
change,120,True,74.0,24.0,1.3657802053004846e+18
change,121,True,80.0,30.0,2.7199966088485667e+17
change,122,True,86.0,36.0,1.4487497128390352e+16
change,123,True,85.0,35.0,763665639416666.2
change,124,True,81.0,31.0,5.829515655280479e+18
change,125,True,75.0,25.0,199389211383721.94
change,126,True,86.0,36.0,7309635814127542.0
change,127,True,78.0,28.0,578933005998992.0
change,128,True,84.0,34.0,846895810471782.8
change,129,True,73.0,23.0,5.3809423277659936e+17
change,130,True,96.0,46.0,5627651250204.336
change,131,True,64.0,14.0,7.514705605142405e+18
change,132,True,83.0,33.0,2.7137327130660116e+16
change,133,True,82.0,32.0,1.1566176213318302e+17
change,134,True,80.0,30.0,6927296865199095.0
change,135,True,81.0,31.0,8570554620344238.0
change,136,True,82.0,32.0,2220794144534260.8
change,137,True,93.0,43.0,2001348903692808.2
change,138,True,72.0,22.0,7.304280984790901e+16
change,139,True,87.0,37.0,4893704099234224.0
change,140,True,76.0,26.0,2.9298353029316985e+19
change,141,True,67.0,17.0,9.57349645864567e+19
change,142,True,83.0,33.0,2570841428537.8823
change,143,True,87.0,37.0,1725275805849220.0
change,144,True,83.0,33.0,1.5019441478083828e+16
change,145,True,71.0,21.0,5.7321853051199336e+16
change,146,True,76.0,26.0,6.25995265473495e+17
change,147,True,79.0,29.0,2.0906869871647226e+17
change,148,True,83.0,33.0,16228703411147.242
change,149,True,88.0,38.0,3648306187575693.5
change,150,True,72.0,22.0,1.9981142573744095e+20
change,151,True,84.0,34.0,631453305355757.6
change,152,True,78.0,28.0,6537729284564819.0
change,153,True,78.0,28.0,2.836600749205181e+16
change,154,True,79.0,29.0,2.2183792004148685e+17
change,155,True,76.0,26.0,1.87449359473828e+17
change,156,True,79.0,29.0,6.297789579405903e+17
change,157,True,78.0,28.0,5.623806078618232e+16
change,158,True,80.0,30.0,1.1010343274902528e+16
change,159,True,87.0,37.0,1648872528244519.5
change,160,True,80.0,30.0,2.254540573221075e+16
